TRANSCRIPTION,TAGS,,,,,,,,,,,
So let me know where you want to start.,,,,,,,,,,,,
"So the play there would be like sort of building your audiences on your retail site and then using that to get the Instream video on the YouTube, or something like that.",,,,,,,,,,,,
"No, not on YouTube. So, if I'm say the retailer – forget that it's AdManager – imagine I'm working in retail media network. And I've got shopper [managers], trade brand [managers] to fight with. So I might be dealing with trade [funds]. And that's where maybe we should spend the last few minutes on talking about this tension between the 3 [shopper, trade and brand managers and spend]. We go and say right, I can walk in the door. And this is a real world, by the way, I'm not like every time our man in Superdrug goes and talks to Unilever, he comes back and gives us complete debrief. OK, so and here's how the conversation goes roughly. While I could box off – because they're selling media – he says “I could box off the sponsored search with Company X and company or brand Y”. And he’s like, “No, we're not going to do that. Get lost. We're not. We're never going to pay for that. We want to do display because we're obsessed with our brand”. And so he's barely achieving his targets with one company and then he's achieving his targets with another company because some of them love sponsored search and some of them love sponsored display. But everybody loves video. And the reason they love video is it's heavily visual and on the retail media network side they can charge more for that unit.",Revenue, SPA (Sponsored Product Ads), Digital video, Media buying, Banners, Shopper marketing/spend, Future opportunity, Business challenge, Business growth, Trade marketing/spend,,
"Like I'm very familiar with the Zitcha boys. And why are Zitcha having such success? Because they can tap into off-site inventory with high visual content. That's what's going on. It's not about technology. It's the video aspect of it and the visual aspect. And so, then they can take existing material like their Christmas campaign or whatever the case is and turn it into a snippet that maps to that. So they can have an integrated campaign.",Competitor advantage, Zitcha, Digital video,,,,,,,,,
"Yeah. One final point in that is I'm looking at the video on the screen here and I'm not saying you guys are not down with the kids, but you're not exactly the TikTok target market.",TikTok, Digital video,,,,,,,,,,
"If you spoke to my wife, you'd be bang on the money. He loves the TikTok.",,,,,,,,,,,,
"So you're not the TikTok kids, but everybody else is. And you got to kind of see the world through the lens of TikTok and Temu and Shine. And what they are is heavily visual things. Sorry, I'm going to do another philosophical 30 seconds. People get tied up in nonsense like, “Oh, it's China. And it's bad for the kids and the environment”. All that's true. But that's completely irrelevant. What matters is the impact they're having on how people think and act. And TikTok is forcing us to think more video wise. And so you have to kind of piggyback on that. Do you know what I mean?",TikTok, Buyer behaviour, China, Digital video,,,,,,,,
"I bought one of these yesterday and it’s an iPhone 15… one of the bigger ones. And I mean, it's got like 3 bloody things [camera lenses] in the back. And so, tuning into this idea that we've got high def [HD Video], in our hands. Like it's exponential.",Mobile, Digital video,,,,,,,,,,
"Yeah, it's nuts. So that's like a mega trend, and that's not going away. So to me, sponsor products as table stakes [must-have]. Videos where it's at.",Digital video, Future opportunity,,,,,,,,,,
"It's funny you say. Sorry, I had this thought. Just how the landscapes kind of changing as well. I've read recently and saw recently this like live shopping is a really big thing as well. Like live streaming, people looking at shopping and products. And there was this one, one lady in particular, I think in China potentially where she doesn't spend longer than three seconds on a product and it literally the box comes in, she picks it up and sit down and she's on to the next one and she's made something like $2.3 billion or something in like a week.",,,,,,,,,,,,
"So with live shopping, huge in Asia but has not really taken off anywhere else because it's tied in with QVC and home shopping and it's low status. So again, uh, do not quote me on this, but what will happen is lower socio-demographic people in the bigger markets will do this kind of live shopping thing. But no person of high status is going to do that. Until somebody makes a fortune.",Mental models, Asia,,,,,,,,,,
"Yeah. And so if you do it and of course China bypass all that because they’ve no point of reference. I just want to kind of go to just this idea of brand shopper and trade… back at that point. I cannot emphasise how much how different the brand guys are from the shopper and trade people. And it really like it really is status driven, number 1. But number 2, they've got a long-term relationship with external agencies. Those external agencies have a mega influence on how they think. They've [brands] essentially outsourced their thinking to the agencies and their strategy to the agencies.",Brand marketing/spend, Trade marketing/spend, Mental models, Shopper marketing/spend,,,,,,,,
"The shopper folks are in-store running around the place, so they're a little more feet on the ground. And the trade folks are just giving money. So if you're the marketing director, and you don't have trade marketing reporting to you; you've got one hand tied behind your back. So you're only going to focus on shopper and brand and you're going to resist ecommerce and you're going to resist retail media. In many respects the guys like my contact in Fonterra. My client in New Zealand, Fonterra, and Bega Cheese in Australia. And she works for the head of Insights – the head of ecommerce works for head of insights, who then reports to the CMO [Chief Marketing Officer]. So when you talk to the CMO, the CMO’s like, “Yeah, TV brand, TV brand, TV brand”, because they don't understand ecommerce. And so if you ever meet any of these brand people, the little question, the little voice in your head should say, does this person understand digital or ecommerce, or are they incentivised not to understand? In the US? That's not a relevant question. But elsewhere in the world, it's a serious question.",Trade marketing/spend, Brand marketing/spend, Media buying, Brands, Knowledge gap, Shopper marketing/spend,,,,,,
"That's really interesting you mentioned Fonterra, I lived for six years in Wellington and Fonterra really bound themselves up really tightly with Pure NZ as a big marketing strategy for a long time. And you can see that reflected in the Ads as well.",,,,,,,,,,,,
"Huge big brands, Mark. Their issue for them, just as a observation, is that they're so big that, you know, moving the needle is really, really hard. How do I notice? I've written a proposal for Fonterra last night and I put in this thing going, you were already mass distribution. Moving the needle by 3% is impossible. You're tied into GDP [as the largest company in New Zealand]. So the only area that's growing for any mass market brand outside of the US is ecommerce. Retail is only growing about 1 to 2% a year. Ecommerce has grown by 9 to 10% a year. Fast delivery ecommerce, you know you're Instacart’s. These are new channels that don't cannibalise in-store [sales]. They never cannibalise in-store. And these marketing directors cannot get their head around this. And the only way you know is if you're like me and you've run major ecommerce sites and seeing the data.",Complexity, Business challenge, Opportunity, InstaCart, Delivery services, Knowledge gap, Mental models,,,,,
"I'll give you an example. If I was parachuted into a certain type of company tomorrow, I would ask one question. How big is your database for e-mail? Every single person will say that's not relevant to our business. And I would then prove within 18 months that we would be able to develop a brand new line of revenue, tied in with e-mail that does not cannibalise anything else it. It literally is new stuff. Here's my current boxes of revenue and I develop a brand new box of revenue. And fast delivery is that brand new box of revenue, as is ecommerce. It's just that these marketing directors can't get their head around because they're incentivised to make things work in retail.",Revenue, Email programmes, Opportunity, Delivery services, eCommerce marketing/spend, Knowledge gap,,,,,,
"Yeah, I can be late for the next meeting. It's not like a super important thing.",,,,,,,,,,,,
"Oh yeah. Go in hard because marketing teams will be under pressure. The budgets won't be increased; prices will go up; and they'll all be sitting there going how the hell can I get more sales? And the message should be “You, Mr Retailer, you need to be going out to all your brands and saying you can get more sales by using sponsored products”. And by guaranteeing the point-of-sale purchase online and in-store.",On-site, Retailers, In-Store, AdManager, SPA (Sponsored Product Ads), Opportunity,,,,,,
"That’s why I’d go out and say – and I'd speak at a very high level – hey guys, you know “We're all in recession or it's going to be a recession. The purse after Christmas will be tighter. You need to focus on getting the sale”. And how do you get the sale? Sponsored product.",SPA (Sponsored Product Ads), Retailers, Opportunity,,,,,,,,,
"Well, hopefully you got something from it guys.",,,,,,,,,,,,
Yeah. Thanks a lot guys. I'll see you soon.,,,,,,,,,,,,
