TRANSCRIPTION,TAGS,,,,,,,,,,,,
What you mean behaviour?,,,,,,,,,,,,,
"In the process I think some companies have floated [RMN’s] and done some stuff on their own. So we have two large giants in India which is sort of companies that they sort of hold own across verticals. There's one group called Tata and there's one group called Reliance. There are all sorts of businesses, and they have very large interest in in retail as a business as well.",Reliance Retail, Tata Group, India, Retailers,,,,,,,,,
"Oh if you talk to, I think Jimmy would remember, that it was almost about a year and a half back that Jimmy, Nick and a couple of other people were [in] initial calls to sort of speak with the founders [of Big Basket]. And interestingly like any other market as well, I think that discussions typically happened with very senior level CXOs [Chief Experience Officers] founders, entrepreneurs, start-ups who sort of understand the importance of retail media as well.",Advice and guidance, Anecdotal, Opportunities, Big Basket, Partners, High Alignment,,,,,,,
"We thought, and honestly if you asked me, I think you know, despite the facet that we signed them on about a year back, I wasn't too sure of you know what kind of CPM, CPC's we get in a market like India. Which is a very large volumes market but not very high in terms of average CPM or CPC in terms of spend.",CPC (Cost per click), CPM (Cost per Mille/Thousand), Performance, Spend, India, Retailers,,,,,,,
"But contrary to our thoughts, you know we've now got I think last month we actually had 110 advertisers on month 6 of Big Basket. I'm told I think this is one of our fastest grown retailer across the world purely in terms of the number of brands you've taken to it. And it's also been something that the team has been passionately driving as well.",Big Basket, Business growth, India, Retailers, High Alignment,,,,,,,,
"So I think the Ad sales team, who is internal to Big Basket is doing a good job. And because of that I think because [RMN] industry is very small, [the] word is permeated across other retailers as well. We see even smaller retailers, not necessarily within grocery but within say other areas of pharmacy, apparel, clothing, whatever taking on to it as well. So some of them, of course doing things with their own. Some of them are a bit sort of non-tech. So they just putting up, you know, just banners with not even really sort of understanding the importance of reporting and analysis back for the brands. But I think it's a great journey.",Advice and guidance, Reporting, India, Retailers, Moderate Alignment,,,,,,,,
"The good thing is a lot of the larger agency groups, which is WPP, Publicis, Omnicom or what have you as well have now I think clearly understood the importance of that [RMN’s] as well and the advocate that to their brands.",Advice and guidance, Opportunities, Omnicom, Publicis, WPP, Agencies, Low Alignment,,,,,,
"So what's really happening is that it for the whole industry to sort of spend more money. It's great that we're able to educate not just the sort of brands, but also the purse string holders for those brands - money as well. And we've seen growth as well.",Advice and guidance, Spend, Brands, Capability and expertise, Support & guidance, High Alignment,,,,,,,
"I think about a month back when I think we released that retail media report globally and Adam and a couple of people put that out in there sort of social platforms and we sort of made a big noise about it across I think on the launch as well. We actually put that out across most of the media journals in India as well and we've got great traction. Loads of people have responded back, looking back, saying you want to know. So I think there's interest for sure.",Anecdotal, Future opportunity, AdManager, Social media,,,,,,,,,
"I would just think that it’s not as aggressive, in terms of the US, which is in a different space. But I would think clearly after the US and some markets in Europe this is definitely the big market from a, you know, go-to-market perspective for us as a company, for sure.",Business growth, Future opportunity, Europe, India, USA, Moderate Alignment,,,,,,,
"Bunch of retailers, ecommerce sort of businesses. And I think one of the reports… I have a few reports but that I can flip to Jimmy and all of you guys as well, which just talks about trends within media advertising, within media digitally, within digital ecommerce. And these are reports published by Dentsu reports, published by WPP. It'll give you a perspective really in terms of the growth. It'll tell you the leaders names and give you a sure short thought process of how important it is becoming in terms of not just a sort of from… it's more from all the functions right. It's about not just branding, but it's actually very ROI driven. Because you can see the entire transaction journey of the customer as well.",Business growth, eCommerce, Opportunities, ROI, Dentsu, WPP, India, Retailers, High Alignment,,,,
"So I think there's a lot of customers who sort of use and sort of spend money on that platform primarily to drive, you know, ROAS while there's some brand owners who look at it purely from a branding perspective as well.",ROAS, Spend, Brands, Moderate Alignment,,,,,,,,,
"It was also very interesting that while I think 2 weeks back, while I think Chris was here as well, and we had a larger meeting with the founding team and people at Big Basket, and I can flip that presentation to you as well. For the first time, you've actually had someone from head of WPP, the head of Unilever and the head of another large brand. They’re actually quoting AdManager to be one of the easiest platforms they've actually spent money on.",Advice and guidance, Opportunities, Spend, Big Basket, Unilever, AdManager, WPP,,,,,,
"So I think it speaks volumes that, you know, WPP says about easy they spend on us [AdManager platform] as well. So I think it's just good opportunities. It's about, and I keep telling Nick all the time as well, that I think we just need more education. We just need more PR.",Opportunities, Spend, AdManager, WPP, Support & guidance, High Alignment,,,,,,,
That’s right.,,,,,,,,,,,,,
So I think it's a combination of both. So while Flipkart's got its own sort of way of doing things. So the two big daddies are Flipkart and Amazon. The other sort of retailers are either doing some stuff on their own or their partnering with us.,Amazon, Flipkart, Partners, Retailers, Moderate Alignment,,,,,,,,
There's also a local tech supplier partner you want to call that as company called Online Sales and they've sort of done some stuff with another grocery business as well.,Online Sales AI, India, Partners,,,,,,,,,,
"So clearly in that space, we don't really have too much competition in this market with Microsoft [PromoteIQ]. So that's really how we’re placed in terms of sort of tech enablers. And of course in our process of where we keep meeting your retailers and prospecting them we do come across Criteo often enough. But I think it's just the way they are slightly priced. So the way their thought process is, you know they don't seem as aggressive in this market, more from a tech perspective, but more from a media perspective.",Opportunities, Microsoft, Competitors, PromoteIQ, Advice and guidance, Ad Tech, Criteo, Moderate Alignment,,,,,
"You know globally a lot of the nomenclature [naming language] seems to be around retail media, for some strange reason India seems to call it eCommerce media. So you know when you sort of putting out a report, and writing about India, you know, we refer more of it like ecommerce media and not like retail media. Because usually media seems, I don't know for some strange reason it gets equated to the medium within the physical store. So, when you look at the little posters and stickers across the stores. That's what I think typically it gets classified as.",eCommerce, India, Value or belief,,,,,,,,,,
"So having said that, I think what's happening is pretty much like all other retailers as well. There are the category teams who sort of aggressively trying to create awareness with the brands to sort of say “Hey, you can now spend across on our ecommerce platform, which is now advertiser friendly as well or brand friendly as well”. There have been some instances where they're setting up teams internally itself. So a classical case is that of, you know, our partner, which is Big Basket.",Staffing or Resourcing, Categories, Spend, Big Basket, Partners, Retailers, Moderate Alignment,,,,,,
So instantly they've got a 6-member team dedicated to just media sales. And the person who leads it is ex-Amazon. So interestingly there also sort of making sure that the people you know [in] the companies setting up the teams internally are making sure they choose the right people to sort of set those teams up as well.,Staffing or Resourcing, Amazon, Capability and expertise,,,,,,,,,,
"The same is the case with, say, a pharmacy we work with as well. So even there they have set up their own team. We have a 4-member team there who's sort of selling retail media, eCommerce media, whatever you want to call it? And we see similar trends pretty much across that. And given the size of the nation that we are, it's important that a retailer would at least have their own little army and not depend in terms of, you know someone else to sell that on behalf of them.",Staffing or Resourcing, eCommerce, India, Retailers, Capability and expertise, High Alignment,,,,,,,
"It's a mixture of things. So I think some are on that journey to find those teams. Some, obviously are putting up their own category guys to just talk about that as well. So it's a mix of both of them. There is no short answer in terms of what is the 100% way of doing it right or wrong. Pretty much like. I'm sure like any other market as well. But I think the good thing is that there are now specialists coming in, in terms of what we call ecommerce advertising within larger brand owners.",Staffing or Resourcing, Categories, eCommerce, Retailers, Capability and expertise, High Alignment,,,,,,,
"So for example, I can tell you that the top 20 advertisers in the country and within their digital team, they would have a specialist for eCommerce. So that's in the case of a Nestle that's in the case of a Danone in the case of a Unilever, Procter & Gamble. They actually have a specialist who's planning, deciding his ecommerce spends for the company.",Staffing or Resourcing, eCommerce, Spend, Danone, Nestle, Procter & Gamble (P&G, Unilever, Capability and expertise, High Alignment,,,,
"So I think that's a good way of looking at it. Clearly there's importance in the [brand] organisation and then he's going to ask for research, paperwork, plans from the agencies. And the agencies will then depend back on the retailers or that information back as well.",Data, Agencies, Brands, Retailers, Support & guidance, High Alignment,,,,,,,
Yes.,,,,,,,,,,,,,
It is interesting how it's grouped in ecommerce media. It's interesting whether that's just because ecommerce media is far more prominent in India originally compared to how it's grown or just how the markets fallen. But I don't know if you had any questions. Mine was just an observation.,,,,,,,,,,,,,
It's quite it's quite interesting to see how it differs the landscape in India compared to like America and other places.,,,,,,,,,,,,,
"Number one, video. Number two, something you can perhaps link with a social [media channels] perspective. So you must realise that you know we're far ahead of most countries in the world, including the US, in terms of video consumption. Jimmy has been familiar with this bit because he's been a couple of the calls as well. But we're a country which has closer to 840 million mobile users. Of 840 mobile users we have now closer to about 700 [million users] using smartphones.",Diversity, Mobile, Digital video, Social media, India, USA, High Alignment,,,,,,
So it's a very massive number [in India] compared to pretty much any other geography. It’s far ahead of China as well from that perspective as well. We’re the only country in the world where WhatsApp commerce begun 2 years ago.,Mobile, WhatsApp, China, India, Moderate Alignment,,,,,,,,
"So people can pretty much, and I think that happened within the pandemic as well. So interestingly, almost every smaller retailer or grocer, or whatever as well, you can pretty much order your stuff across WhatsApp. Pay and all that as well.",Digital channels, Buyer behaviour, Mobile, WhatsApp,,,,,,,,,
"So I think from that perspective, I've seen those discussions with so many people, which is I think we've obviously been progressing on our own product roadmap as well. But I still remember on the first meetings almost a year and a half ago with beauty retailer called Nykaa, which is the largest in the country, quite similar to what Sephora [beauty brand] has in the US. And they said, why don't you do some stuff in video? Because it's important for women to see how they can apply makeup. So that's a feature which they've [Nykaa] in fact done some stuff on their own. So we haven't been able to kind of penetrate into that yet. But their own tech team has created some stuff within video.",Ad Tech, Nykaa, Sephora, USA, Brand needs, Moderate Alignment,,,,,,,
"We're also a country [India] that spends a massive amount of time on social [media] platforms, whether it's Facebook or Instagram or TikTok or whatever as well. And I think if there's a way to integrate, given that there's a big splurge of social commerce in the country as well.",Digital channels, eCommerce, Mobile, Facebook, Instagram, Social media, TikTok, India, High Alignment,,,,
"So I believe there's a there's an intersection between commerce, ecommerce and social media coming around. And I think that's also going to be the big interesting space to look at. And brands are spending I think good amount of money in that domain as well.",eCommerce, Opportunities, Spend, Social media, Brands, Moderate Alignment,,,,,,,
"I'm talking about a snackable video. Pretty much what you see on reels and other formats as well, so it doesn't need to be a large 30 second video. But it could be pretty much just a you know a 6 to 10 second video. But brands have been asking of this in the market. I think there's an appetite, clearly in terms of I think retailers to sort of do that as well. Retailers have often asked us in terms of our product roadmap when is that coming as well.",Digital video, Brands, Retailers, Brand needs, Retailer needs, Moderate Alignment,,,,,,,
"Even when John's been here a few times as well, he’s spoken about things on the roadmap in terms of Retail Media Planner maybe something else. Maybe spoken about you know new version of Brand Pages. But I think one of the big things clearly always has been in terms of you know, are you guys going to be doing some stuff on video as well?",Brands Pages (AdManager), AdManager, Digital video, Retail Media Planner (AdManager), Brand needs, Retailer needs, Moderate Alignment,,,,,,
"Does India have, I guess a region-specific social [media] platform? I guess the standard Instagram, Facebook, TikTok, all those kind of ones. Which ones are the most popular.",,,,,,,,,,,,,
"No. Thankfully, Nathan, I think you know, unlike China, I think we sort of we pretty much consume what most the world does. So we’re the largest across Facebook. I think the last stats were close to about 500 million unique users on Facebook alone.",Digital channels, Facebook, Social media, China, India, Moderate Alignment,,,,,,,
"Similar massive numbers and Instagram and whatever is well. One and a half years back I think our Indian government decided to certainly between the pandemic, ban close to 34 Chinese apps. And TikTok went off the window as well. So unfortunately, we just have the likes of Google and Facebook dominating that.",Digital channels, Facebook, Google, TikTok, China, India, Moderate Alignment,,,,,,
"We do have a few chat platforms which are local. The numbers are still pretty small there. They've tried to sort of grow out and create their own audience because of TikTok not being there as well. But I would still think to answer your question, it's the usual suspects. Most who are big here as well.",Social media, TikTok, Moderate Alignment,,,,,,,,,,
"Think apart from video will be discussed. You know, I know that there is a lot of discussions, you know, we've been hearing that from the town hall in terms of this whole integrated sort of piece. In terms of online, offline, all that as well [onsite, offsite and in-store reporting].",Integration, Off-site, On-site, Reporting, Aggregated reporting, Moderate Alignment,,,,,,,
"When I told you earlier, we've had retail media which is still in its avatar of how brands spend within the stores. Clearly, I think a lot of those [retailer] stores are getting digitised as well. And we have a fair amount of asks, as we talk, from the larger retailers who's got tons of digital screens in his stores and he's asking us can he just go to one platform and put up Ads in those screens as well as maybe on the app and web and all that as well.",Digital channels, In-store, Opportunities, Spend, Gap (Product or Service), Brands, Retailers, Retailer needs, Moderate Alignment,,,,
"And then if you can identify a unique customer [consumer] in some manner who's the same guy on the app. It’s that whole Omni channel question, which marketers have been asking for the longest time as well “That I know that is this the same Colin who's also on the app? Is he the same guy in the store? And Unilever knows him as well in some manner”.",Buyer behaviour, High Alignment,,,,,,,,,,,
"Yeah. So I think in the journey that we took with our first retailer, Big Basket, I still remember I think Jimmy was in a few calls. Nick was almost on the first 25 or 30 retailer calls as well. And I think it was fabulous because we actually had almost teams of about 80 people from a brand side. The likes of Unilever, Reckitt, Johnson & Johnson on those calls, educating them about this whole aspect of ecommerce media. They continually reach out to me as individual to check what we can spend.",Advice and guidance, Opportunities, Spend, Big Basket, Johnson & Johnson (J&J), Reckitt Benckiser, Unilever, AdManager, Support & guidance,,,,
"Thankfully, now we've been working closely with the Publicis Commerce team here as well. So they've got a small team on [the] ground. Sort of evangelising the market, evangelizing the same marketers and you know their own clients as well. So I think it's a mix of multiple things coming into play, but I think definitely there's a big buzzword in the industry out there that spend on ecommerce because the fact is it's tangible, it's measurable, it's ROI you know, all of that as well. So we're just seeing numbers grow.",Advice and guidance, eCommerce, Performance, Reporting, ROI, Spend, Publicis, India, Partners,,,,
It's very interesting to hear. But it also kind of lines up with what I have been talking to Big Basket before and things like that.,,,,,,,,,,,,,
"Yeah, just ping me up on Teams. Happy to just send you some stuff for you, even, you know, curious to sort of just know more about the market. I’ll keep flipping reports and stuff even on LinkedIn. I keep putting up stuff, of industry reports as well. But I can flip you a couple of those for sure, yeah.",,,,,,,,,,,,,
Not massively. I think it's definitely slowed down in comparison to obviously what we were seeing through COVID. I think that the pressure and the drivers has definitely changed a little bit over the last couple of years in terms of how fast they [retailers] want to move.,Business challenge, Moderate Alignment,,,,,,,,,,,
But what I am seeing is the need state for things like personalisation is much higher than it has ever been. Wanting to bring more products into a call. Wanting to be able to make it very specific for a customer as they go through has never been more prominent than the conversations that we have with a lot of our particularly UK [retailers]. Not as much through mainland Europe and the Middle East because they're not quite as far forward. There may be where we were about five years ago.,Personalisation, EMEA, Europe, Retailers, UK, Moderate Alignment,,,,,,,
They've [mainland Europe retailers] got the taste for it. They know that they want to move. Where as the UK just want to keep adding extra layers from a retailer perspective - audience targeting and all of that.,Europe, UK, Audience targeting, Moderate Alignment,,,,,,,,,
"What we're seeing from brands perspective is they've had this taste of data, now they won't even more. Now they want to look at [consumer] lifetime value and things like that. So it's not necessarily changing as much in terms of pace of what we offer as placements go, but what we offer when it comes to the data and what insights we get.",Reporting, Brands, High Alignment,,,,,,,,,,
"It's the retailers. Particularly here in the UK. It's Tesco who are the biggest ones pushing it? Nectar360 is certainly on the route as well. But what they're trying to do is they're trying to monetise a site but maintain their credibility. And John Lewis will inevitably end up kind of down this route, I think. I can already see it coming.",John Lewis, Nectar360, Target, Retailers, UK, Moderate Alignment,,,,,,,
"The brand's kind of don't care if we're being really, really candid. They just want to convert sales and they don't care who it is. If you're a Pepsi shopper and you turn to a Coke shopper, Coke happy, they don't mind where it [the sale] came from. Whereas the Tesco are more like if you're searching for Pepsi, we want to show you Pepsi. And you know, if you've bought in your basket and we know that you're a devout shopper, no matter where you are, that's what you'll see. And so it's definitely coming from the retailer more so than the brand.",Personalisation, Coca-Cola, Pepsico, Tesco, Moderate Alignment,,,,,,,,
"Yeah, I think they’re diversifying in the way that they reach customers as well. Because, like you say, sponsored Ads onsite are the ‘norm’. Like I definitely wouldn't say they were exhausted yet. I think we've still got a long way to go with a lot of the retailers that we do. Nectar360 are probably our most prominent and obvious ones in terms of what they want next.",Business norm, Diversity, Nectar360, High Alignment,,,,,,,,,
"Maybe it’s what they want but I don't know that they're necessarily ready for anything more. Do you know what I mean? I hear what they're saying. I hear they the [industry paper] is saying, but I don't think anyone ready to take it to the next level yet. I don't know that we've got anyone in that position.",Business challenge, Concern or Worry, Scaling, Value or belief,,,,,,,,,
I think so. Like Nectar360 keep talking about digital screens in-store and out [of] stores.,In-store, Nectar360, Digital video, Moderate Alignment,,,,,,,,,
"I mean digital out of home [DOOH] is obviously quite an easy one. And they're doing it. Whereas digital in-store would be something new. And we've got a few retailers in the UK that are dipping toes in to do it and they want to. You're right, they want to house it where either we do [it] or they build an entire space where you can book all of these things.",Digital video, Retailers, UK, Moderate Alignment,,,,,,,,,
That kind of ties nicely into the next question we kind of we're getting a hint from these papers of what the retailers are really pushing from their side and then offering. What are the brands interested in in terms of retail media networks? What's driving them?,,,,,,,,,,,,,
"The [data] insights is the piece. So rather than it being about the placements, the insights the [important] piece. And they're looking for the extra layers now. So you know it was fantastic when we hit the market and we were going out with “You know you can see clicks, you can see impressions, you can see sales”. Now they want [consumer journey] lifetime value; now they want lap-shopper understanding; they want repeat shopper understanding. They want the next step in terms of what they can see and more control.",Buyer behaviour, Data, Metrics, Placements, Reporting, High Alignment,,,,,,,
And I know this is more kind of focused to what we've been doing in certainly part of the road map that we have. But more control [for brands] in terms of how do I best optimise my bid without having to be in the site all the time.,Opportunities, Brands, Brand needs,,,,,,,,,,
How do I see all my campaigns in one place for all of my retailers to be to be able to make the broader landscape view. To be able to target the revenue and the money into the right streams.,Revenue, Retailers,,,,,,,,,,,
"Old hat here in the UK used to be that 60% to 70% of your marketing budget would go into Tesco and the remaining amount would be split between everyone else due to the size of the company and the [in-store] footfall and everything. Whereas now that's not the same because they [retailers] don't have the same offering. So brands are having to think a lot more about their digital landscape and their digital investments because with the change in what they're doing and the fact that they can't just look at everything in one place, it becomes very hard for them to slice up the pot of money that they have.",Digital channels, In-store, Spend, Tesco, Gap (Product or Service), Brands, UK, Moderate Alignment,,,,,
"And so they're looking for some simplified unit of equal measurement. And you know what I see over here is comparable to what I see over there. And it’s not trying to break everything down to say “OK, that's specific to Tesco. That's specific to Sainsbury's”. They're looking for this broader scope. Then they see it all in one place and it's nice and easy. And there's some special little widget in the back that does all the hard work for them, and they just plug it in and play. And that's kind of where they're at… taking the workload away.",Automation, Expectations, Metrics, Sainsburys, Tesco, Standardisation & transparency, High Alignment,,,,,,
"I genuinely believe there's access to more money with more insights. And not fluffy insights that's just kind of like “Oh, here's a bit of extra information”. But the insights that make them be able to kind of go back to the business. Like we were talking about, lap shoppers and stuff. I used to work at Dunnhumby [and] I used to have a brand that focused very heavily on the lap shoppers. They’re completely different marketing part of budget for those people that because we could isolate who they were when they were able to access new funds and new funnels. And I think brands have got lots [of budget] where everything has split over the last sort of 5-6 years into digital ecommerce, retail media networks.",Budget, Metrics, Opportunities, Reporting, Spend, Dunnhumby, High Alignment,,,,,,
"Then you've got your kind of your traditional medias. Money is split so trickily that as a brand manager or as a marketing manager, you have to have justification for everything to move those [funded] pots about. And I think if it was possible to showcase the real depth of insight information for digital, they'd be able to move funds a lot easier out of traditional streams of marketing and bring it over [to retail media]. Which therefore would just open up lots more revenue for retailers.",Business norm, Trade marketing/spend, Budget, Marketing, Retailers, High Alignment,,,,,,,
"It's interesting you say how they're not ready to take on more. And I wonder is that because they don't know where to begin or how to begin or kind of where to go next, I guess from sponsored ads?",,,,,,,,,,,,,
"Do you know what I think? It's funny, when you break down EMEA [Europe, Middle East and Africa], right. With all of the UK guys, sponsored product Ads was the first thing that we did. And we as an onboarding team we always recommend start with sponsored product Ad. We know it's the quick win. You know, it's the easy one. We know the revenues are there.",Sponsored Product Ads (SPA), EMEA, Advice and guidance, Business norm, Revenue, High Alignment,,,,,,,
"When you look over to the mainland European scope of it, they’re only just focusing on display because they're not even ready for a sponsored product Ad. So I think you're right. I think there is an element of hesitation because they've got comfortable in this safe space of sponsored product Ad. It's very unintrusive. It's very easy to navigate through. It doesn't wildly disrupt the customer journey. And then taking the next steps they would really want to have kind of, not necessarily case studies of such, but a real rationale to say “This is why you go next”.",Business norm, Concern or Worry, Europe, High Alignment,,,,,,,,,
"Now we're trying to work with the CS [Client Support] team here in the UK and EMEA [Europe, Middle East and Africa] to kind of bolster, not their sales pitch approach, but being able to really bolster their knowledge then they can take that insights in.",EMEA, UK,,,,,,,,,,,
"I think we are about to enter a world where the digital landscape is going to break quite open. And depending on how quickly we can move, we can be looking at the digital in-stores. We can be looking at the emails, the newsletters, and we've got the off-site pieces. All those things. And it's like “OK, where where's the next less invasive high money area? Somebody tell me what to do”. And I think we're not even clear on what those spaces are. And again like we've always known, what that looks like for APJ [Asia-Pacific and Japan] versus the Americas versus EMEA [Europe, Middle East and Africa] is very different. Like the engagement levels and stuff are super, super different. I think they [AdManager regional teams] should be ‘hand holding’.",Email programs, In-store, Asia, EMEA, USA, Support & guidance, High Alignment,,,,,,
"Well, it's super interesting because it's the recurring theme that we're kind of hearing. Where's that education piece? Kind of like knowledge portal where we [retailers and brands] can kind of absorb all of what retail media has to offer and then make a decision based on all that information. And I guess the signposts of where the head and where to go and what to do next.",,,,,,,,,,,,,
"Yeah, it's definitely something like this. I mean, it's amazing that you've got these case studies and these studies coming out and stuff like that. It would be really useful for us to just even just to see kind of like a summary of all of them, because I think it's interesting for us to know the direction that it's taking.",,,,,,,,,,,,,
"And Vicky [Foster], thank you so much for jumping on just to give you really, really quick context and I will take you through properly afterwards. Colin, Nate and Jimmy are just working through kind of the what’s next in retail media and where we kind of start to put our main focus is basically. And guys if I get this wrong stop me and but what they've been working on is they've been looking within the industry at lots of studies that are coming out and just wanted to get our thoughts on those studies. In particular to see whether what we're seeing here in the UK aligns. But also, if there's anything over and above that we would discuss and with me heading out in November.",,,,,,,,,,,,,
"Whilst I appreciate there’s still a few months, I wanted to bring you in as well, just so you can kind of add a layer to this. But also with Nectar360 being the way that they are and the drivers that they are, I think it's useful that you probably hear a lot of different noise to necessarily what I would as well. So you can add another layer to this as well. So moving forward we’ll make sure you’re included in all of these as well.",,,,,,,,,,,,,
That’s a great question. I think that definitely Nectar360 would be a massive advocate for that because I think there's definitely a gap [in expertise]. Even in terms of like the people they're hiring. They can't hire the right people to fill these gaps. I think one of the things that we try to do at AdManager is more and more training. But I think [that] the accreditation piece that we're doing in the UK will help.,Knowledge gap, Staffing or Resourcing, Training, Nectar360, High Alignment,,,,,,,,
"It's hard, isn't it? Because most of the people that we already work with are already kind of quite digital savvy. However, you've got we've got a couple of different challenges. Certainly in the UK. So I'll slice it up because I think the UK is a little bit further forward [in retail media expertise] than mainland Europe.",Europe, UK, High Alignment, Business challenge, Capability and expertise,,,,,,,,
"We've got two different types of retailer[s] here because we've got the bricks and water, but then we've got a solo online only. And what we‘re finding, the hesitancy to move is actually much bigger from the one that is solo digital because they have nowhere else to find that revenue bucket from. So if they scale everything into being digital and they move everything across into things like display or they move it into auction or they move it out of what they're doing in the agreed JBP’s [Joint Business Plans], they have risked a revenue is enormous and they have no way to backfill it. Whereas Tesco and Sainsbury's, Waitrose, they have a little bit more of a “OK, we'll give it a go and we'll listen to what you're saying and we'll take your approach because if we lose it here, we're probably recoup it over there”.",Concern or Worry, Sainsburys, Tesco, Waitrose, Reactive vs Proactive, Partners, Retailers, Moderate Alignment,,,,,
Now that's not going to last forever because POS [Point-Of-Sale] in-store is changing and people aren't as interested in that. [What] we used to do here in the UK were big wild events and a lot of retailers are kind of coming back from it saying can't do that because of health and safety and the COVID restrictions that were in place. And they are losing money through experiential as well as POS and then make this move into digital makes it tricky.,Complexity, In-store, UK, Low Alignment,,,,,,,,,
"If you go into Europe the ecommerce side of stuff is not as advanced anyway. So if we think about Nectar360, they do on average, I think it's 700,000 basket deliveries a week (and Vicky or tell me if I've got that wrong). Carrefour who we're working for is one of the biggest retailers in France does about 35,000 [baskets a week]. The scope and the difference is enormous.",eCommerce, Carrefour, Nectar360, Europe, Retailers, Moderate Alignment,,,,,,,
"They [traditional retailers like Carrefour] have a lot more pressure on making sure that in store looks perfect and it's pristine. Their focus onto digital isn't the same. They're kind of tentative with their steps. But they know that they've got it there [revenue with in-store]. And it's different conversations and different regions that make it really hard for us just to say “Yeah, this is how bricks and mortar is affecting that digital landscape”. Because it just looks so different.",Concern or Worry, In-store, Revenue, Carrefour, Retailers, Business challenge, Regional, High Alignment,,,,,
"And I think as well for me, from a UK perspective, I think just so traditionally when we're thinking about retailers, a lot of time, it's the buyers telling the brands what they should be investing in, where they should be spending their money. And because it's been for such a long time, it's in the store. They know in store, they know what to do. They know how to report it and that sort of stuff. When they think about digital, even the people and the client managers and team, they're sort of like “It's all just a bit confusing. It's all a bit much. It's easy for me to stick an aisle in the store and charge them tons of money and not be incredibly open about in terms of the return on it as well”.",Knowledge gap, In-store, Brands, Retailers, UK, High Alignment,,,,,,,
"I think it's trying to move the buyers with the retailers into this digital space as well as just the even just the people selling it to brands as well. I think also in terms of companies and the way they set up their teams. We are seeing more and more people becoming like ecomm specialists and they're moving a lot of their money to agencies to start to manage it. But it's still, let's say, like 70% of people still do it internally and they don't have the knowledge or the bandwidth essentially at the moment.",Knowledge gap, Staffing or Resourcing, Partners, Retailers, High Alignment,,,,,,,,
And I think there's still a lot of joint business plans and trading deals that are still kind of done and most of that is taken up with sort of in-store as well.,Business norm, In-store, Moderate Alignment,,,,,,,,,,
"It's getting bigger, but I think it's still relatively small. I guess if you went to university, I don't know if anyone's really [studying it]. There must be studying retail media now. But I don't know if they need to look at like those digital programmatic people. And then putting them into you know retail and stuff, which is also it's quite hard. But they probably need to start moving towards that.",Staffing or Resourcing, Moderate Alignment,,,,,,,,,,,
"I think that there's still very much the unicorns of the industry at the moment. Because this has been so fast paced, a lot of this has moved over sort of the last five to ten years.",Staffing or Resourcing, Moderate Alignment,,,,,,,,,,,
"What they're trying to find within retailers when they try and back-fill these positions is somebody that can straddle both [traditional and digital]. And as Vicky says at the moment isn't commonplace. Like even when we're [AdManager] trying to find client managers to come in and direct our accounts. You have to choose the priority of one or the other. You're not going to get both, and I think to Vicky's point, it's absolutely right.",Retailers, High Alignment, Capability and expertise,,,,,,,,,,
"Again, like we're going back to Dunnhumby, I'd come from digital. Digital was kind of my space, but 70% to 80% of the people within the business when I moved into Dunnhumby had been there so long that digital was just a side pocket [not a main focus]. And it didn't mean anything, and it didn't do anything, and they didn't really understand it.",Knowledge gap, Dunnhumby, High Alignment,,,,,,,,,,
"So as Vicky says, the money was going into aisle offerings and stuff because there was revenues. And we almost need to showcase how easy it is to unlock that digital stuff. To be able to kind of open the door properly and open those revenue streams [in retail media]. But there's not enough people with the confidence, the knowledge and even just the mindset to sell it at the moment in the industry. And I think that's hopefully expanding, but it's going to take time. It's going to take a good five years before we get there.",Knowledge gap, Staffing or Resourcing, High Alignment,,,,,,,,,,
"I think it's interesting because they stick to what they know and what's easy, right? They're getting money in. They know where it's going to come from. They know where to put it. They're not necessarily ready or up-skilled enough to be able to be bold and take those steps and go forward. What I think is super, super interesting, particularly with us as in an isolated view, they cannot get their heads around how we work [the AdManager platform].",Knowledge gap, AdManager, High Alignment,,,,,,,,,,
"Now here in the UK and it will be the same as we start to move across EMEA a bit more. But because we are a technology provider, not an agency ourselves, they [agencies] really struggle to understand why we can't just sit and project plan with them and why we're not setting out budget lines and why we're not kind of doing a full forecast and stuff like that. And I think because we're not what they're used to, they don't take the time to learn. Even our own like family group agencies [i.e. Publicis and EllisX] struggle with us.",Knowledge gap, AdManager, EllisX, Publicis, Agencies, EMEA, Partners, UK, High Alignment,,,,
"And I would say as well, a lot of it, they're just like “Well, we can do this on Amazon”. But we’re not Amazon.",Knowledge gap, Amazon, High Alignment,,,,,,,,,,
"Yeah, it's missing the point.",,,,,,,,,,,,,
"And I think it was when I was in Paris recently, one of the big things around UnlimitedStar was like we need to claw back those advertising dollars because Amazon's getting 70% of it. But we've [AdManager] got 80% of the market share in terms of groceries.",Competitors, Amazon, AdManager, UnlimitedStar, Low Alignment,,,,,,,,
So it's trying to manage that sort of expectations with them because for them [agencies] it's easy to spend on Amazon - because Amazon just does whatever. But I think they do recognise obviously the need that they have to be spending [budget] on these retailers.,Spend, Amazon, Agencies, High Alignment,,,,,,,,,
"But I used to work for retailers, and I know they're not the easiest to work with. I think their expectations are hugely high as to what retailers will and won't do. And they [brands] want them to do everything and they just won't. That's the thing.",Managing expectations, Brands, Retailers,,,,,,,,,,
