TRANSCRIPTION,TAGS,,,,,,,,,,,,,
"The big one that retailers should be doing as well is what's called size of opportunity. So what you'll find quite regularly is a brand will put in $10,000 and get good results and go ""Excellent. I'll do $10,000 next time and get good results, and then I'll do it again and again"". And in theory, that sounds what you should be doing. Actually what you need to do is go will your $10,000 lasted for three weeks. Your campaign you wanted to run for a quarter [3 months], so actually what you want to do is run it for 12 weeks. So if you put in 10 grand, what you need to do is put in 45 grand, then it will run longer.",Brands, Retailers, Opportunity, Spend, Routine activity,,,,,,,,,
"So what I've always pushed for through AdManager – and it's kind of being looked at by RMP – is any sort of service that we could offer to a retailer, which automatically does that for them and sort of a post-campaign analysis. And that would be of benefit to them as well. But the actual helping of the brand [by retailers] is very similar to what the CSM’s do.",Retailer Media Planner (AdManager), Performance, Opportunity, Retailers,,,,,,,,,,
"Yeah, I mean It is. I mean, at the most basic part is yes, it's their cost. And it's also why whenever I speak to a brand, you need to discuss cost but also revenue output as well. If you ever just speak to a brand and say I've spent $10,000 this month and don't say anything else, then they'll view AdManager with a negative light. But you say you spent $10,000 and generated $150,000, then suddenly and it's more appealing.",Revenue, Advice and guidance, Cost structure, Brands,,,,,,,,,,
"If you then talking about how do you sort of build that CPI or the CPC with them. That's the whole story around – and it's difficult to quantify – but you're saying ""Right, well then if your share a voice. You're currently bidding 1 Euro and you're winning 15% of the traffic. If you increase your bid to 1 Euro 50 [cents] and you start beating competitors, you might win 60% of the traffic"". So therefore you'll have four times the number of sales. So you're cost gone up 50%, but your sales have gone up 400%.",CPI (Cost Per Impression), Sales, Share of Voice, Bidding, CPC (Cost Per Click), Brands,,,,,,,,
"Now, if we could ever design a tool or something which almost automatically suggests that. So we kind of got winning bid at the moment. But if we could ever have anything which is, you log on, you see it and you suggest automatically and say your bid should be up to 120 [120 cents]. Do you want to accept something like that? That could be an idea. But that's very similar to winning bid on the platform that we already have.",Guidance, Opportunity, AdManager, Bidding, Automation,,,,,,,,,
"None of the logic really changes and it's just number of eyeballs. So and if you think around Petertmas time, I think SmartCart's traffic goes off about 20%. So you could argue if you really want a time of year where you want to be ultra-aggressive with your bidding and win the highest amount of traffic, then it's that period of time that you want to bid the most. But in reality, if you've got a million searches and you win all of those as clicks, you pay the million searches time your CPC and you get the revenue from it. If you've got 1 and a half million [clicks], all of the logic stays the same. You still have the same product in there, the same search term, everything like that. So seasonality generally effects how quickly your budget goes and how much revenue you generate. But every other logic around the campaign stays exactly the same.",Budgets, Revenue, SmartCart (Woolworths), Search terms / Keywords, CPC (Cost Per Click), Bidding,,,,,,,,
"I'm sort of hearing that it's a desirable feature if we can show the answer to the question of what’s the Max bids that will win the auction for you, for this ad request.",,,,,,,,,,,,,,
"Yes, that's correct. I mean, like I say that would that is very similar to winning bid. I think and I have no idea how you'd put this into the platform – I'm just spit-balling as they say. If we could have any sort of feature that shows potentially, I don't know, how many more Ad requests you'll win from having that higher bid then that would help any sales to a brand. Because it's all well and good saying ""OK actually if you want your bid to be the highest, you now need to pay 1 Euro 50 [cents]"". But what does that actually get you?",Ad requests, Bidding, Sales, Brands,,,,,,,,,,
"Now, as I said, I've got no idea if that's even possible, how you could put it in there. But I think a brand would find that quite appealing. ""OK, great. If I double my bid, I'll suddenly see four times the traffic"". And that in conjunction I think would be very, very powerful. But as I say, I mean I've got no idea if that's even possible.",Bidding, Brands,,,,,,,,,,,,
"Because brands are quite short sighted. So the brand will probably hear ""OK, well if I increase my bid, then I'm just paying more"". They won't see the outcome from it. But if you tell them, yeah, if you increase your bid by 50%, but you could potentially see four times the amount of traffic. Your sales at the moment are $1000, they would then be $4000. Assuming consistency across the campaign. That would then become more appealing to them. So it's kind of giving them the whole picture.",Brands, Advice and guidance, Bidding, AdManager,,,,,,,,,,
"Yeah, I'm following. I'm just trying to digest. Let's keep going, please.",,,,,,,,,,,,,,
"Yeah, one of the difficulties for the brand has always been the data from it [campaigns]. Our platform is obviously very good at going ""You spent X and you've generated Y"". I think what would always be impactful is and what you could [do]. It's the potential. This is what you could achieve. We show what has been achieved. We don't show much of what could be achieved. But I mean it's obviously difficult and data is obviously correlation, not causation. But that would and help with brands. And it just becomes more appealing if you're a brand.",Frustration, Brands, Guidance, Data, Data challenge, Understanding vague,,,,,,,,
"I mean, you got to think a lot of people using the platform, they're marketers. So they're not tech-savvy. They've got big pressures from above. They want to have a really simple platform to use – which ours is. And they want to get maximum output from it. So yes, give me what I can do today, but also what can I do tomorrow is what most marketers or Ad performance people are at – so whatever you want to call them – are looking for.",Preference, Guidance, Business challenge, Brands,,,,,,,,,,
"Yeah. I mean, there's obviously a lot between the relationships. So, the people we interact with the retailer. Yes, they obviously want to have a good experience for the brand, and brands to perform everything like that. But their main goal is to generate as much revenue as they possibly can from their advertising. Now, a brand still has to perform well. Because if a brand doesn't perform, they're not going to give you more money to spend.",Revenue, Business challenge, Performance, Retailers, Spend, Retailer needs,,,,,,,,
"But yes, when it comes down to assessing performance, it purely comes down to how much you're investing into our platform is what you can see and what is important. Now when it comes to retailers, I mean they are huge organisations. So if you look at Tech Data back when I was in Europe, I probably had 400 different contacts that I'd interact with.",Europe, Brands, TD SYNNEX (formerly Tech Data), Retailers, Contracts, Spend, Performance,,,,,,,
"And SmartCart is a little bit different because they manage everything in-house. But there's still sort of 5, 6, [or] 7 different stakeholders. When I'm going over to Big Basket, we interact with about 7 or 8 [people] from the advertising side. Loads from tech, but there's 10 new people coming in above.",SmartCart (Woolworths), Big Basket, Business development, Australia, India, Retailers,,,,,,,,
"And if I'm being honest, depending on seniority, it depends what they care about. If you're at the top, they only care about ad spend. They couldn't give a monkeys’ [care] about what colour the platform was; how easy it is to use; anything like that. And then as you filter down the organisation to the people that are more hands on, then they are the ones that care a little bit more around optimisation, how it performs for the brand and so on forth. But yeah, it does depend on who you're interacting with. And there's lots of layers and interested stakeholders at retailers. Especially as retail media grows and grows.",Business norm, Optimisation, Performance, Spend,,,,,,,,,,
"Well, Tech Data was a bit of a unique these because that was 18 different countries and each one was a separate organisation. So that was that was our first network, obviously high vis and stuff like that gets the glory, but the TD [Tech Data] one was the first network type.",TD SYNNEX (formerly Tech Data), Operations, Business challenge,,,,,,,,,,,
"So a network is multiple retailers in one namespace. If you go on to the TD [Tech Data] one, actually you've got Tech Data, France, Belgium and in there. So everyone in our company thinks it's the same one because it has the same name. Actually, every one [Tech Data instance] was a separate business within there, so it was in effect 18 different retailers and running and within it. Now the hierarchies in there once again, is pretty much the same. The top person in France only cared about Ad spend down to your Ad Op’s manager, who was more interested around how the platform was running on behalf of the brands.",TD SYNNEX (formerly Tech Data), Spend, Complexity, Namespace (retailer setup),,,,,,,,,,
"Yeah. I mean, the main goal was still generating revenue. But, who they approached and how frequently they were on the platform, all different things. Yeah, each one was nuanced as to how they were operating.",Performance, Revenue,,,,,,,,,,,,
"Yeah. I'm a broken record. If you speak to myself or Betty or people like that, I mean 70 or 80% of our revenue is still [keyword] search. We’ve brought in new features, new placements, new things like that. It's still 70%, 80% search. And saturating search terms with the products and the campaigns. It sounds really basic, and it really is that simple. But they're the ones that generate the highest portion of revenue.",Saturation, Business norm, Search terms / Keywords, Placements, Revenue,,,,,,,,,
"If you look at Woolworths. So Woolworths only use Ads for search and category. They don't do display media or anything like that. They generate huge amount of revenue. TD [Tech Data] the same. They had sort of 4 advert spaces [placement slots]. If you look at Nectar – another great one – they have lots and lots of placements. Still, about 70% is search and then each other placements added on sort of 5% as they're going along it. So the bread and butter in the main part is still that search piece, if you're just talking about on-site.",Nectar360, Woolworths, Categories, TD SYNNEX (formerly Tech Data), Revenue, Retailers, Placements, Search terms / Keywords,,,,,,
"So it's quite straightforward. You find your highest volume search terms, so you work with your retailer. So which search term are people always searching. Chocolate might get 1 million searches a day. Watch might get 5. So just two your top ones. Choose your battles that you want to win. So you find your top search terms, then you find the brands that have products within that search term. Then you reach out to those ones, say ""If you want to maximise your visibility and see the products, this is the search term you should be bidding on. And you should be running all of your products on it"". And then your systematically go to each brand to do the same one.",Search terms / Keywords, Retailers, Product, Bidding, Business norm,,,,,,,,,
"The idea being you want to get 2, 3, 4, [or] 5 brands or competing. So even if one of their product goes out of stock or their campaign stop spending, it means you've got a backfill because another one comes in. And then that's how you achieve high saturation. There's multiple brands competing on the multiple search terms at the same time.",Bidding, Spend, Product, Saturation, Brands, Campaigns,,,,,,,,
"So it's the CSM functionality. Now, whether or not that is our CSM doing it for the retailer, or the retailers CSM or Ad Op’s, or whoever it's been, that's the person. So it's the person in the platform interacting with the brands, responsibility for building that saturation.",Retailers, Saturation, Managed service, AdManager,,,,,,,,,,
"Some of them use obviously the Fill Rate card or something they've created themselves saying ""Last month, I think we saw it with tissue paper, and it was only one person was running on tissue paper and so no one was competing. This is a great opportunity for you, Mr Brand A"". The other one is just reaching out to them, saying ""Our most valuable search term is chocolate. Mr Brand, you should be running on it now"".",Fill Rates, Search terms / Keywords, Brands,,,,,,,,,,,
"It is a lot of repetition. So it's constantly going back to the brand and then it is also always talking around their budgets as well. Making sure they always got funds on the platform. It's the hardest part of the business and obviously winning the money to always be running the campaigns on. But yeah, it is always going back to brands; always making them run their campaigns; always putting it on. Because even when they start to see great performance, they might run out of money themselves or they might forget about the campaign or anything like that.",Budgets, Performance, Brands, Campaigns, Routine activity,,,,,,,,,
"AdManager is very important in the AdManager world. But if you imagine if you worked for Nestle you've got 150 different things out there that you can be advertising on or doing and everything. So that's why you've always got to keep on going back to the brands bit of phone call, teams and marketing. Always keeping AdManager at Coles’ front-of mind whenever they're planning anything.",Brands, Business challenge, Nestle, Coles, Mental models,,,,,,,,,
"Like I've just said. A lot of people in the AdManager world think just of AdManager and maybe just of Coles. But if you worked at Kleenex you've got Coles, you've got Woolworths, you've got Drakes. You've got all of those retailers. You've got your TV advertising. You've got your social media. You've got LinkedIn. You've got in-store. You've got banner advertising. You've got radio. You've got hundreds of different things you can be campaigning on.",Business challenge, Coles, Woolworths, Drakes, Retailers,,,,,,,,,
"So it seems obvious saying well, the search term, tissue paper for Coles hasn't been used. But then if you think of all the different things they can be advertising on. So that's the important role of a CSM. Always bringing a brand person back to our platform and the retailer we're talking about. But it is purely by the scope. These people that are working on these big brands will be working on multiple different platforms, multiple different sources. So that's the reason why it can just be missed or forgotten about. Rr a budget can run out, that sort of thing.",Search terms / Keywords, Advice and guidance, AdManager, Manual effort, Coles,,,,,,,,,
"Same methods. They'll be looking at the Fill Rate. Seeing if there's a team whose campaigns been running but has run out of budget. It’s why I've been pushing for notifications for 4 years and we should now coming in. Because it can be as simple as you can have a really high-performing team and campaign and the budgets run out. And if you're really busy and you're juggling lots of plates, you might then come back to that and go ""Well, why is the results gone?"". Well, the budget stopped two weeks ago. The campaign stopped two weeks ago. So something even as small as running out of money can obviously stop the campaign. And therefore there's no performance if there's nothing running.",Impact, Budgets, Campaigns, Manual effort, Fill Rates, Notifications,,,,,,,,
"It's quite refreshing, actually. I firmly believe that the CSM's [Customer Success Managers] do drive a lot of marketing strategy in AdManager and across with the retailers. And they are one of the main factors to drive the CPC with some human intervention. And that might be something we should take into account when developing our solutions. Just a matter of how the whole team is going to come up with some ideas on that for sure.",,,,,,,,,,,,,,
"And if it helps as well, one of the mantras that I went by and I taught George on the CSM's in Europe. There's only really three ways that you can increase revenue on the platform and that's saturation of placement; CPC on a placement; and number of placements. So whenever I was talking to the CSM's, and let's say back in Europe and here, it's focused on one of them. So and I used to challenge George, for example, one day go, right. just look at all of the campaigns, reach out to those brand managers. Can you increase the CPC on any of those campaigns and that sort of thing.",CPC (Cost Per Click), Placements, Europe, Brands, Opportunity, Advice and guidance, Revenue, Saturation,,,,,,
"And then with the saturation have a look. Is there any brand who's not running a campaign on one of their product sets. So I used to work in tech. So I'd look at Dell and go, right, they're running a monitor campaign and the notebook campaign, but for whatever reason, they're not running a desktop campaign. Right, reach out to them. Start targeting those search terms. But really that three ways of trying to drive revenue for the retailer was what we used to focus on and a lot of the time.",Revenue, Advice and guidance, Opportunity, Saturation, Guidance, Search terms / Keywords,,,,,,,,
"Now what you'll do is you'll go ""But hang on, you spoke about CTR right at the beginning"". CTR as a CSM, you can't really control. You can talk about putting a more relevant product, but you can't directly influence it. Whereas you can directly influence saturation. You can directly influence and CPC. So that's what I used to try and get the CSM's to focus on whenever they were trying to build revenue for the retailers.",Saturation, Relevancy, Opportunity, CTR (Click Thru Rate), Revenue, Product, CPC (Cost Per Click), Retailers,,,,,,
"So that's probably when you start getting into your realms of stage two, or stage three of your retailers. So as they're progressing. OK, you're doing pretty well. You've got 40% saturation in your search. 35% in your category. OK, you're not running banners yet. This is about the time where we'll bring in banners and stuff like that. So you've different placements are as you progress your retail and you get them doing more. There's no set-in-stone rule, but that's sort of the way.",Saturation, Retailers,,,,,,,,,,,,
"There is no rhyme nor reason. So the one thing I always put in place is, I don't care which placement you give AdManager, but I want slot 1. Because that's the most impactful one. So whenever you have [placement] 1, 4, 5, [or] 6. So if you have you have [placements]  1, 3, 9, 12; whether you have 1, 2, 7, [or] 8. I don't really care as me running your site. But I want position 1 because that's the easiest one to paint a story around. You’re front; you’re first. You're guaranteed to be in front of a buyer. You're always going to be beating organic results, so on and so forth. But yeah, if you opened up a fair price, Woolworths and Coles, where their placements are in positions, they're all different.",Retailers, Preference, Operations, Brands, Woolworths, Coles, Placements,,,,,,,
"Yeah. So you've just typed in coffee and the first product you see, whether or not the lines go across or not, they go down and that slot 1. And me selling it to a brand that's the easiest one to sell, going ""You will be the first thing that appears in front of a user when they run a search"".",Search terms / Keywords, Opportunity, Product,,,,,,,,,,,
"And that's the way slots work. So if I say slots 1, 3 and 5, that means slot 1 is a AdManager advert, slot 2 is an organic result, slot 3 is a AdManager advert, slot 4 is an organic results, slot 5 is a AdManager advert. So that's when we talk about slots.",Placements, AdManager,,,,,,,,,,,,
"Correct, yeah.",,,,,,,,,,,,,,
"No, I'm all good and everything makes sense. Thanks so much, Peter.",,,,,,,,,,,,,,
"Yeah, I mean that doesn't always need to be formal calls, but if you just want to pick my brain about something at more than happy to help.",,,,,,,,,,,,,,
"OK, so much.",,,,,,,,,,,,,,
Thank you.,,,,,,,,,,,,,,
"So it's funny. So yes, everyone talks about Tier 1, 2 and 3 retailers. And they talk about Tier 1, 2 and 3 brands. Yet I personally still don't have a clear understanding of what those are. So we've never defined it. We're trying now, right Linda reminded me too, when I saw you.",Understanding vague, Tiers (customers),,,,,,,,,,,,
"Because I feel like it's kind of a weird dynamic, right? We actually need to deal with the brand more so than the retailer. The retailer pays our bills, but it's the brand that's spending the money. And it's the brand that we need to double the Ad Spend with. And so I feel like actually our focus is more on the Tier 1, 2 and 3 brands, and how we segregate that to be able to do that.",Brands, Tiers (customers), Retailers, Spend,,,,,,,,,,
"So at the moment, across the board, we're trying to be a one-stop shop for everyone. And that never works in product, at all. You need to kind of work out who your markets are, and how you tailor them differently and who we focus, on that basis. So we do have a very classic sort of, massive retailer like Target [in US]. Retailer like – they're not a customer of ours – I just think of like JB Hi-fi. And sort of the people in the middle. The people [retailers] up the top end up costing you a lot of money because they want custom integrations. They need massive infrastructure. And they need high response times to stay up and going. And so need to look into whether the money that they give us actually offsets the amount that they cost us. And I don't think we've got that proper P&L [Profit & Loss] yet understand whether they're even worth going after, or worth really pursuing in this space in terms of putting a lot of effort into them.",JB Hi-Fi, Retailers, Target, Complexity, Business challenge,,,,,,,,,
"As in the revenue that we can make out of them and how we get that. So the Ad revenue ultimately provide they’re on rev-share [revenue sharing model]. I think that's part of our problem is that we've got retailers on – especially for on-site; off-site's not a problem because they're all on rev-share, and a massive rev-share. That's why off-site does so well with on site.",Pricing structure, Business challenge, Revenue,,,,,,,,,,,
"We've got a lot of bespoke contracts and that's where we struggle. This is where that goal of doubling Ad Spend actually may not turn around into dollars for us, in the end for on-site. We still should be working out how to double that Ad spend. And then part of what we need to do strategically is turn all of the contracts from a SaaS model back to rev-share.",Contracts, Business growth, Business challenge, Revenue,,,,,,,,,,
"We used to do rev-share in the early days of AdManager. And the reason we did that was obviously it's a start-up product. So Brad used to go out [to clients] going ""Look, if we don't make money, you don't make money"". And so that was the model of why he did rev-share to start with. But then we weren't making enough money, so then he changed it to SaaS, where it was a fixed cost kind of thing, or a fixed amount each month to kind of make it sort of [financial] ‘books’ thing a little bit more solid, right? He had solid income coming through.",Revenue, Pricing structure, AdManager,,,,,,,,,,,
"We obviously now know that it's a product that generates money. And so for us to make true money because we've got some retailers that do really, really well and some that don't. And so then that SaaS model doesn't always work. So we're not getting the scoop of those ones that are doing exceedingly well. Or, they [retailers] are not on the right model to be able to make money out of them. So we need to come back to swapping them all over, to rev-share. And then the doubling of Ad Spend will end up with money in our pockets, if that makes sense.",Revenue, AdManager, Business challenge,,,,,,,,,,,
"Yeah. So the fixed-cost ones are the ones [retailers] that are killing us the most. Sainsbury's as an example is a Tier 1 retailer that generates a lot of revenue, yet we're on a fixed cost. So they're not even on SaaS, which means like obviously SaaS can fluctuate depending on the traffic and things. They're on, just a fixed cost every month. And so we are losing money like you wouldn't believe we're Sainsbury's because of that. And so there's this commercial aspect too, behind [it]. I don't know if this is what you want.",Revenue, AdManager, Impact, Business challenge, Pricing structure,,,,,,,,,
"Yes, but I don't want us to be blindsided by that. That is something that sales & finance and everyone need to address. And that's something that we need to raise as part of the strategy. And this is the thing we feel like there's huge opportunity to double Ad Spend. There's a lot of sentiment around off-site, generating 75% of the revenue. I actually think that's because we're not optimizing on-site, right?",Future challenge, AdManager, Revenue,,,,,,,,,,,
"And so that's why we've set this lofty goal of doubling Ad Spend. Because we feel like we can in on-site. And we can almost show them [retailers] that on-site can generate, you know, just as much hopefully as off-side. Maybe not quite, as they've got scale. But still there's a lot I reckon we could almost shift it to, I don't know 60, 40 or like ideally 50-50 [split between on-site and off-site revenue for AdManager] if we could, right. So that's sort of where we're at. Because we're just not did up to optimise that spend, at the moment.  Think we need to prove that, yeah.",AdManager, Revenue, Future challenge,,,,,,,,,,,
"Hey, Betty. Thanks for that. Would you mind clarifying for the group because I'm not going to make the assumption everyone in the group understands. So when we talk off-site and we talked to the full scope of offsite as well, so kind of thinking of social [media channels] and DOOH [Digital Out Of Home video] and video on demand. Would you talk about that as well, and give the group a bit more on that?",,,,,,,,,,,,,,
"So off-site generally is… the majority of off-site is obviously advertising out on the worldwide webs like browsing [the web], off-site banners will pop up. EllisX does that and does that quite well. So their job is very much gathering from a massive audience and narrowing it down and bringing them into point-of-sale to the retailer's website. So they have the world of population. And so they've worked out all sorts of ways of targeting the right people and getting them to come to the point-of-sale. And then obviously AdManager's job is then to reinforce that and get the people to actually buy.",On-site, EllisX, Banners, AdManager, Audience targeting,,,,,,,,,
"So EllisXs scope is massive, whereas then we are… our needs are quite different across off-site and on-site. On-site is you've got people that are ready to buy, so how do you actually get them to buy. Whereas off-site is like, let's narrow down the world population basically down to a few people that come through to the website and I'm likely to buy. So it's a good partnership. And the way they [EllisX] do that is on the web. It's very intricate with the way that they sort of spread themselves as they talk about publisher networks and things like that. But we won't get too bogged down in the semantics of that.",EllisX, On-site, Publishers,,,,,,,,,,,
"But out on the web, they're [EllisX] looking at social. I still need to get a bit more context on social. I think it's kind of a bit of a Wizard of Oz thing where they've got people just creating campaigns on Facebook, at the moment, and offering it as basically a service with their off-site managed service. But I feel like they want to kind of evolve that space. It's new. That's something just been launched this year. They [EllisX] talk about DOOH, their digital out of home [offering] and CTV [Connected TV], which is like you’re in Netflix and things like that. How there's Ads on those? Which is not as popular in Australia at the moment. But that's all sort of taking off. That's very big in the US – feeding those Ads through to the actual devices, and things like that. And there’s the digital out of home [DOOH].",Digital video, DOOH (Digital Out Of Home), Facebook, CTV (Connected TV), EllisX, Social media, Mobile, USA, Managed service,,,,,
"Obviously in-store is something we want to start investigating. I still consider in-store… like to me email social digital out of home, CTV is kind of all off-site – but they kind of talk about them being channels because for me logically to think about it on-site is on the retailer’s website. Off-site is anything not on the retailer's website but device driven, and so on and so forth. And then obviously in-store’s physically in-store. But I think offsite very much divide out those channels of social and email and digital out of home as separate things.",Off-site, CTV (Connected TV), On-site, Retailers, Digital channels, In-store, Social media,,,,,,,
Email is a space that they [EllisX] offer at the moment through their people cloud messaging. Where they are kind of like an ESP [Email Service Provider]. I guess People Cloud Messaging is like it and ESP.,Cloud People Messaging (EllisX), Email programmes, EllisX,,,,,,,,,,,
"Email service provider? So kind of like Gmail or whatever. So they say to the retailer ""We’ll take care of all your email marketing"". So they cover like monthly newsletters with the retailer. All of that sort of stuff through People Cloud Messaging. What they're starting to get into now is, and you will hear that they're talking about like kind of replacing like being ESP agnostic. So they're kind of building a little connector. LiveIntent sort of does that as well. That's a company at the moment that that is probably the direct competitor to EllisX in that space where they're building a little connector between their system and People Cloud Messaging that allows them to actually use any sort of ESP to send that messaging.",Email programmes, Gmail, Future opportunity, LiveIntent, EllisX, Cloud People Messaging (EllisX),,,,,,,,
"So they [EllisX] still get the money and it can still be sent out using their [retailers] SurveyMonkey or their Gmail, or whatever sort of doing. Because the problem that they had was, the retailers don't necessarily want to shift all of their email marketing over from the tooling that they have to People Cloud Messaging. That they were building this little connector to be able to help do that. Then the next piece of that is building like connecting that little connect us through to AdManager. So then that they can have the email placements be optioned [to brands], and so on and so forth. And be set up within the AdManager system to then go and bounce through to People Cloud Messaging and get sent out.",SurveyMonkey, Gmail, EllisX, Cloud People Messaging (EllisX),,,,,,,,,,
"The notifications is kind of the first part of that. That's our first sort of small connector into not necessarily the email part of it, but definitely sort of using People Cloud Messaging to send out email notifications. Not necessarily email marketing, but you can see how it kind of starting to bring all of that suite [of tools] together.",Cloud People Messaging (EllisX), Notifications, Integrations,,,,,,,,,,,
They’re very different horses for courses.,,,,,,,,,,,,,,
"Offsite, the biggest play for offsite is audience targeting, right? Whereas for on-site that's not a big thing. So that's always a conversation that's interesting to have. That audience targeting, ConsumerID, all that sort of stuff is the absolute bread and butter of what EllisX do. If you can't get the right people on to the website in the first place, they're [consumers] not going to likely buy. You're not going to get the return on Ad spend [ROAS], right?",Off-site, ConsumerID (EllisX), ROAS, On-site, Buyer behaviour, Audience targeting, EllisX, Spend,,,,,,
"So they really need to focus in on nailing the right audience to bring to the website. So audience targeting; buying behaviour; browsing behaviour; all of those things, you know, different devices connecting through all the stuff that ConsumerID does to pull all of that identity of the person browsing and pick the right people to go off to the retailer's website. And ideally the right retailers’ website. Like that's another little avenue we could explore, right. We you know you might purchase from Myers the most, but Linda might purchase from David Jones. And so it's like direct you [person A] to the Myer website direct you [person B] to the David Jones website because you're more likely to buy.",Buyer behaviour, Consumer/Buyer data, Off-site, Point of purchase, ConsumerID (EllisX), Audience targeting,,,,,,,,
"Whereas on site we've got you, we've got you as a David Jones buyer and you're now on the David Jones website. So all we need to do is guide you through to your purchase, from an on-site perspective. So we don't necessarily need to then target you further from a demographic or whatever. Like there's a lot of – finding with brands particularly at the moment – audience targeting seems to be the cool thing to do, right. And we're trying to work out whether is that actually going to help with your buying behaviour or is it more about how you're browsing on the website. You know, category search, whatever and tailoring those Ads based on your website browsing behaviour more so than anything to get you to buy.",Point of purchase, Buyer behaviour, Consumer/Buyer data, On-site,,,,,,,,,,
So where does our customer identity segmentation come from? Is [it] ConsumerID?,,,,,,,,,,,,,,
"It’s ConsumerID. It's interesting. I really want everyone to understand a little bit more about ConsumerID from a layman's perspective. I'm sure you all had ConsumerID training where they [EllisX] talk about, you know, don't say that it's shared data. But I don't think what we've been trained in very clearly sends the message of the power of ConsumerID and the presence of ConsumerID.",ConsumerID (EllisX), EllisX,,,,,,,,,,,,
"So obviously ConsumerID is gathering data on your devices and linking it all together. You know, anonymising it, all of those sorts of wonderful things that we hear. But what does that mean in practicality? And the other part of this is ConsumerID is not present in the Australian market. We can't use it in the Australian market. So that hasn't been explored. It's very, very big in the US. It's starting to get traction in the EU, but it's not in Australia at all.",Consumer/Buyer data, Business challenge, Australia, USA, Europe, ConsumerID (EllisX),,,,,,,,
"The way to get it into Australia – and obviously we're having these conversations – like from a grocery perspective I guess, but even ancillary to that is Everyday Rewards and Flybys. I'd say 95% coverage of the Australian population, right? And so what needs to happen is EllisX needs to partner with those guys [reward cards] and kind of work out a way. And that's beyond our pay grade. But that's what needs to happen. They need to pair with Everyday Rewards and Flybys because then you have that identity graph of pretty much the most of the Australian population.",Australia, Future opportunity, AdManager, EllisX,,,,,,,,,,
"So what we probably need to do – with definitely for ConsumerID in the US – we need to start feeding that into our on-site. Sort of relevancy, potentially. Like while I say audience targeting is not as powerful and on-site, it still will help with some of that category browsing and search browsing and stuff, right? Like we've got you onto the David Jones website, but we now also need to use the fact that you've bought a lot of shoes on the David Jones website before. So, which shoes are they? And so which shoes should we show you when you're browsing in the shoes category? We could be using that sort of information. And that information will be in that ConsumerID.",ConsumerID (EllisX), USA, Relevancy, Buyer behaviour,,,,,,,,,,
"In the meantime, we probably need to start thinking about ""Well, what's kind of the equivalent in Australia that can help us?"".  In the meantime, until we get ConsumerID presence, is Woolies going to share their Everyday Rewards data with us directly? I doubt it. And so there's more around like the CDP's - the customer database type things. Like we were talking to Adobe the other day. So Coles use Adobe [Adobe Experience Manager] as their customer sort of data-centric thing. And so is it more about us working with Adobe on how we can start feeding some of that information into our relevancy. In the same way that we would with ConsumerID. And like I don't know whether – this is like literally conversation three days ago – so I'm not saying that it's something we should do. If there's a lot more obviously commercials and all of that sort of stuff that would need to go into it.",Future opportunity, Adobe, CDP (Customer Data Platform), Consumer/Buyer data, Australia, ConsumerID (EllisX),,,,,,,,
"But we should still be thinking about like, if there's no ConsumerID presence in Australia, how are we feeling ConsumerID in from the US and is there something that we could substitute in the meantime in Australia to get that same benefit. But we could be using ConsumerID in the US as our first sort of like test case. Because Gopuff, for example, is integrated with ConsumerID. So could we start using something for some of the data in that ConsumerID to tailor some of the on-site stuff?",Business challenge, ConsumerID (EllisX), Australia, goPuff, Integrations,,,,,,,,,
"So I'm happy to hear the ConsumerID does exist and they are actually data in it. Because, to me it was kind of elusive at some point after doing all these training. Where's the data? I want to see the use cases.",,,,,,,,,,,,,,
"Yeah. And I think that's the thing is like we talked about ConsumerID a lot, and the fact that we’ve got it. But we’re not using it. That's the biggest [thing]. But we've got customers that have it. So to be an EllisX customer you have to be integrated with ConsumerID. So it's more about now, OK let's show how that could help us in on-site.",ConsumerID (EllisX), On-site, EllisX,,,,,,,,,,,
"Oh it's more about the benefit to us. So it's not necessarily that they’re doing better or worse. It's more that we lose out on a flat-fee with Sainsbury's cause they're generating a lot of money. We know they generate a lot of money, and they are pushing more placements. So all retailers at the moment are, umm, obviously seeing the benefit and the returns of retail in general. So they're trying to put as much as possible as to how they like – for lack of a better word – exploit that more. Right. And so it's about, you know placements and like how can they [retailers] monetise more. So we have lots of conversations with Sainsburys and Woolworths in particular. They I feel like a fairly powerful in their 2 regions in terms of their strategy and their forward-thinking about how to, you know, expand their retail media offering.",Woolworths, Retailers, Revenue, Sainsburys, Business challenge, Conversion Rates, AdManager, Placements, Future opportunity,,,,,
"So they're looking at it from all different angles. They're wanting to have more placements. They're wanting to optimise their placements. And even the simple thing like in Woolworths, where they weren't requesting Ads on subsequent pages. Like with pagination, they would only ever request on the first page. Like it's things like that blow my mind. We as a business haven't gotten in there and said that's what you need to do to make more money out of this.",Ad requests, Woolworths, Placements, Advice and guidance, Future opportunity,,,,,,,,,
"I guess the flip side of that Sainsbury's is we could go give them all like that advice and they're implementing all of that stuff and they're suddenly making lots and lots and lots more revenue from it. Yeah, we're sitting here [in the same spot]. The money that we get back from them. So our return on investing with them is not working. So their contract needs to change versus like there might be some retailers that had potential, but for technical limitation reasons they haven't got their placements sorted. They haven't got the tech teams to support them, you know, to do those requests.",AdManager, Advice and guidance, Revenue, Business challenge, ROI, Sainsburys,,,,,,,,
