OBSERVATION,TAGS,,,,,,,
Also commented that booking access to a property has been generally easy for the past 12 months as more homeowners have been working from home due to COVID restrictions.,Booking Appointments, Owner-Occupant, COVID,,,,,
Real estate agents who recently have sold a property - subject to finance (for the buyer) they're the easiest as they have a real interest in getting us into the property as soon as possible.,Agents, Valuation Orders,,,,,,
Outside of access problems there can be delays due to valuer schedules as they have booked diaries they are working out of and trying to line up new jobs with.,Delays, Booking Appointments, Challenges,,,,,
"Asked about responding to urgent valuations. Responded they the valuation firms see all jobs as urgent and get treated equally. Noted that most files coming from lenders and brokers are marked as urgent, and it's almost become routine for the lender or broker to mark something as urgent.",Valuation Orders, Urgency,,,,,,
"Commented if a lender called to say they were trying to settle on a property by the end of the week, then valuers would do their best to accommodate the completion of the valuation on time.",Valuation Orders, Urgency,,,,,,
"Commented that sometimes a property has sold up to 2 or 3 months ago and the valuation request has only arrived with the valuation firm as the lender is trying to settle the loan, with an urgency on the valuation.",Valuation Orders, Urgency,,,,,,
"A lot of the banks have got very different standards and approaches to some of the valuation requirements as well. Again, managing that is a challenge. So, it's probably some of that inconsistency which is around.",Banks, Standing Instructions, Challenges,,,,,
"Commented that some valuation reports are automatically escalated by banking systems after the valuer has submitted it. Commented that previously when doing valuation, he would use whatever evidence was available and try to avoid an escalation by adding as much information as possible, only to have the banking system automatically escalate the valuation report anyway.",Banks, Valuation Reports, Escalations,,,,,
"Asked how valuers communicate with lenders or brokers today. Responded, at a minimum progress on valuations goes back the API back through ValEx, some integration with MarketValuer (commented this would happen with WPB next year). Delays will be communicated back through the system and followed up with emails to the lenders or brokers.",Feedback and Communication, Competitor Products, Delays, MarketValuer,,,,
Commented also that some banks put stipulations on certain valuers acting as an authorising signature on the valuation reports (mentioned Citibank as an example). And this can create delays when only certain valuers are unavailable to authorise a report. Mentioned for some banks there are only one or two people in each state who can countersign a report.,Resisting Change, Banks, Valuation Reports, Delays, Review Signoff,,,
Also mentioned LMI inconsistencies can hold up report.,LMI, Insurance Provider, Valuation Reports,,,,,
Commented that Heritage bank also want environmental and flood risk on every property that is assessed.,Banks, Environmental Data, Risk or Impact,,,,,
"Banks also differ in their credit, risk and compliance policy levels. For example, some banks will allow up to 5-unit development to be handled by the residential panel, while others will only allow up to 3-unit developments to be assessed by the residential panel before it gets elevated to the commercial panel.",Banks, Compliance and Regulations, Challenges,,,,,
"Mentioned differences in banks around the contract of sales - some only require valuers to verbally state they are aware that the sale is under contact without sightings of the contract, while others other banks want a fully sighted contract that is signed and countersigned by all parties concerned.",Banks, API Organisation, Contract Of Sale, Lenders, Compliance and Regulations,,,
"It depends on the aspect. Sometimes the industry, potentially is a little bit slow to change. A lot of that is out of the control of the valuation firms themself. Because you've got industry bodies which dictate standards and requirements. You've also got like mortgage insurers as well. Mortgage insurers are, well as any insurance company is very risk averse. So, any changes are often difficult to get through. And as a valuation firm you can't operate unless you've got [liability] insurance.",Change or Disruption, Risk Appetite, Insurance Provider, Resisting Change, Challenges,,,
Commented that insurers and valuation governing body (API in Australia and to a lesser extent RICS) determine what a valuation firm can and can't do. There is also in IVS - the International Valuation Standards.,API Organisation, RICS, Insurance Provider,,,,,
"Additionally, valuation firms also need to comply with the individual banking requirements as well.",Valuers, Banks, Compliance and Regulations,,,,,
Commented that valuation firms need to comply with their liability insurance.,Compliance and Regulations,,,,,,,
Also noted that the 2 main industry providers of LMI insurance (namely QBE and Genworth) are also slow to implement change. Commented that the valuation industry changed LMI parameters a few years ago and raised the threshold for valuers with residential property status to $2m (where previously this was $1m). This means valuers have a threshold up to $2m on a property before the LMI option on a loan is cut off.,LMI, Insurance Provider, Change or Disruption,,,,,
"And while Genworth have updated their caps for residential properties $2m, QBE are still capped at $1.25m, so there is a difference in LMI providers.",LMI, Insurance Provider,,,,,,
Commented on recent push on QBE from the valuation industry to raise their caps to $2m for the residential property valuer.,LMI, Insurance Provider,,,,,,
Noted it was the insurers and valuation governing body are slower than the banks to adopt change.,Insurance Provider, API Organisation, Resisting Change, Banks, Change or Disruption,,,
"Brokers and individual lenders might have some strong thoughts on change, which is required [in the financial sector]... and in our industry.  Again, there's the banks themselves who are often one of the last sort of bodies to accept the change and get it approved through their own credit and risk areas as well.",Banks, Change or Disruption, Risk or Impact, Credit Risk,,,,
Sometimes it's just the inconsistently I guess between the 2 mortgage insurers having one of them capped at 2 million and one of them capped at 1.25. It's just that inconsistency for a valuation business that makes it a bit harder to manage. You can't automate things as much when you've got some information dictating the process in the background. And we don't actually get a data set for that.,LMI, API Organisation, Compliance and Regulations, Challenges,,,,
"Mentioned staff and valuer are kept up to date with several different internal intranets. In addition, the WPB compliance team also frequently reiterate the standards and expectations to all staff, with follow-ups and sharing of key information. Commented that keeping up to date with all standards and compliance is a constant and on-going effort within valuation firms.",Support and Education, Compliance and Regulations, Training, Time and Effort,,,,
"It's just another part of our process that we need to be aware of. It sometimes trips you up because you might get a report ready to go and at the last minute our compliance team has realised 'Hey, you haven't got all the information needed for this bank'. So, we have to put the job on hold and put a delay on it to get that information before we can proceed. Or it gets submitted through the system and you might get a query back on it.",Compliance and Regulations, Delays, Concern or Worry, Banks, Change or Disruption,,,
"Is there a future opportunity for a range of policy and compliance products aimed at both banks and valuers to help them manage their obligations better. This may include intranet solutions; training solutions and message and support solutions to help lenders, brokers and valuers to manage their needs better.",Opportunity, Compliance and Regulations, Banks, Support and Education, Training, FOLLOW-UP,,
"I hope I don't see that world. To work as a valuer and actually physically walk through real estate and for houses, I think it's an important aspect of being a good valuer... to be honest. If you're sitting behind your desk all day and just analysing and looking at photos, I think you would completely lose touch with the market. And I think it is dangerous for an industry to move to an environment where the majority of valuations are non-access valuations.",Concern or Worry, Change or Disruption,,,,,,
Particularly when you're in a market within an area where it might be the top of a value range for a different location or a specific location. You might look at stuff on photos and look at things online it'd be a significant different to the actual feel of the property when you go through it. So I think it's pretty dangerous to move to an environment where it's not accessed. I think there's enough government and banking regulation around to hopefully we never see that environment.,Concern or Worry, Compliance and Regulations, Banks, Change or Disruption,,,,
Commented that valuation firms want to have surety the banks are following their processes and doing their due diligence and would recommend (from the valuation firms) that best practices are followed where physical inspections are needed.,Business Practice, Banks, Compliance and Regulations, Physical Inspection,,,,
Wanted to be sure that valuation firms continue to operate and conduct valuations with an element of independence.,Needs and Wants,,,,,,,
Mentioned valuation fees are also an important aspect to the industry. Commented that desktop or non-access (e.g. kerbside assessments) are provided to lenders and brokers at a reduced fee.,Concern or Worry, Valuation Fees,,,,,,
"What we've seen for the last 10 years in our industry is been a general declining in the average fee for different services. And a lot of that's through automation and better systems, and valuation firms getting bigger, and stuff like that. But you run a real risk when the valuation fees keep reducing. In some ways what we're seeing now where there's a shortage of valuers in the field to do the work. We've lost a lot of good people in the industry to other areas of the industry, or completely lost them altogether.",Concern or Worry, Change or Disruption, Valuation Fees, Risk or Impact,,,,
"There's a sense that, if the fees are less in the industry, the work you do is not that well regarded. You just lose a number of people. And as soon as you start to lose a number of people you need to either make changes to reduce the, not so much the quality but reduce some of those barriers to get into the industry. Make it easier for people to get into; to attract more people. Then you,re getting a reduced quality of individuals or workers in the sector. At the moment to be a valuer you have to do a 3- or 4-year bachelor degree, or do a post-grad degree. And you,ve got to get essentially 2 years of experience before you can be a valuer.",Concern or Worry, Valuation Fees, QA, Challenges,,,,
Commented if the entry level for new people into the industry is lowered then this may impact on the quality and standard of valuation in the future - mentioned it was an important balancing act.,Valuers, Qualifications, QA,,,,,
"Asked if a valuation firm query team could resound to a query from a lender or broker, or does the initial valuer have to respond to any queries. Responded, the operations or admin will first review all valuation queries coming from a lender or broker, when they come through.",Valuation Orders,,,,,,,
"Requests to review additional sales evidence (comparables), increase the valuation, or to review any additional documentation must be conducted by the inspecting valuer. Commented that these types of requests cannot be fast-tracked to another member of staff. At times the operations or admin team may speak to a lender on the phone to help with a query, but the inspecting valuer must review all files and respond to queries.",Property Sales, Valuation Queries, Delays, Challenges,,,,
"We can't amend the valuers' file, or valuation unless they do or provide us confirmation in writing. Which can be a challenge because we've got valuers on annual leave, or they're sick or they've resigned and no longer work for the company. It is a challenge too if we get amendments on those valuation or queries.",Valuation Queries, Business Practice, Challenges,,,,,
"Commented that sometimes queries on very old, or out-of-date valuation come through form lenders. In this case the admin team would inform the lender or broker that the valuation can't be amended or queried due to the time that has passed since the valuation was first submitted.",Valuation Queries, Business Practice, Challenges,,,,,
"Asked about any missing data sets a lender or broker could provide to valuers. Responded the accuracy of the information provided by the lenders and brokers is important - for example, access details, supporting required documents for a construction build assessment (i.e. proper site and property plan documents), or purchase valuation (i.e. missing a contract of sale).",Data Gaps, Data Sets, Construction Build, Areas to improve,,,,
"Need lenders to clearly indicate market value or estimated market value of a property, as well as the loan purpose (e.g. a purchase or a refinance scenario) and also wanting to know how accurate the lender/broker provided estimate is. These missing pieces of information all lead to delays.",Borrowers Estimate, Loan Application, Support and Education, Delays,,,,
Commented that lenders and brokers have mostly been unrestricted in how they order valuation and banks could do a better job on their side in managing this.,Valuation Orders, Banks, Support and Education, Areas to improve,,,,
"Asked what role LIXI plays in the industry. Responded that most valuers would not know what this standard was, but knew it is the standard used to send API data packets between banks and valuation firms, as well as property data aggregators. Commented the LIXI standard could help valuation firms to design systems in a certain way to ensure all clients could ingest the data standards.",Banks, Data Sets,,,,,,
"Under the API for mortgage purposes we've got the PropertyPro supporting memorandums. And we're got desktop instructions. There's also long-form instructions as well. You've got the standing instructions [from banks], the mortgage valuations. All of our valuations would comply with that. If we're doing things, sort of private work or consultancy work for say a family law valuation for court purposes, we'll also have to comply with the instructions and the court legislation that might be applicable for that valuation. Particularly if it's for expert witness. And then we've also got the international valuation standards that we need to comply with, always.",API Organisation, Property Report, Banks, LGA, Compliance and Regulations,,,
Commented that no valuation work is conducted outside of a standard - there should always be a minimum standard for the valuation firm to comply with.,Business Practice, Compliance and Regulations,,,,,,
Commented that REIV (used in Melbourne) and CoreLogic products are still a little ahead of MarketValuer in terms of property data. Wants to see MarketValuer have the latest information available in our platform.,Competitor Products, Data Gaps, MarketValuer,,,,,
"For us, it would be all of the recent sales. Having the address, and sale price and sale dates. Having that information. And then from a valuer's perspective if it's as much information in the one place is preferred. If they've got all the photos available, even the description, the floor plan which might have been advertised [by real estate agents]. If that's all there in the MarketValuer platform for them to look at it means they don't need to go elsewhere to find it.",Needs and Wants, Property Sales, Data Sets, Photos, Agents, MarketValuer,,
Commented valuers want to have as much information in one place as possible.,Needs and Wants, Data Sets, Areas to improve,,,,,
Commented in the past some of the recent transactions weren't available. Also commented they had not conducted a desktop valuation in a while.,Property Sales, Data Gaps,,,,,,
Commented on the feedback from valuers is the MarketValuer data is improving.,Feedback Positive, MarketValuer,,,,,,
Would like to be included in further rounds of testing.,FOLLOW-UP,,,,,,,
Commented it was a lack of awareness by brokers or lenders on the ordering side when requesting desktop valuations over $1.5m.,Understanding Unclear,,,,,,,
Commented that some lenders consider requesting desktops when doing compliance orders. And some lenders give or reduce allocations based on the compliance needs required. Noted there should be a stop or hold in systems (either in our platform or the banks) to flag when desktop requests are nearing the $1.5m threshold. Commented that valuers should also be aware of these thresholds and know the rules.,Lenders, Compliance and Regulations, Allocations, Banks, MarketValuer,,,
I can only imagine it's a lack of awareness with people ordering in the valuers sometimes. But in a perfect world there's a stop in your [MarketValuer] system that just doesn't allow that to happen.,Values and Beliefs, Valuation Orders, MarketValuer,,,,,
"There is always the - 'Hey, the estimates 1.3 [million dollars]. It's worth 1.6'. A valuer should escalate that. Sometimes a valuer will put that [higher] figure on it. Again, lack of awareness [and] education around what's acceptable and what's not.",Escalations,,,,,,,
Asked about valuer compliance processes. Responded that Opteon don't have a compliance policy or means to check desktops and they are ordered and actioned through the MarketValuer platform and desktop valuation tool (DeskTop 1.0).,Compliance and Regulations, MarketValuer,,,,,,
Specialised property types also cause issues in desktop orders; 2-in-1 lines (where an address or multiple attributes can appear on one line; off-the-plan units; and certain property types that are not acceptable in the valuation request.,Unique Property, Address Matching,,,,,,
Lack of information in MarketValuer tools can cause issues in completing a valuation. Commented this may be hard for lenders to stop when ordering but can lead to automatic escalation when the order reaches the valuer.,Escalations, Data Gaps, DeskTop 1.0, Valuation Orders, Feedback Negative,,,
"Lack of sales in an area, or valuing a unique property with no similar properties in the areas is challenging for valuers.",Unique Property, Property Sales, Needs and Wants, Areas to improve,,,,
In a perfect world you've got a few inferior [comparable sales] clearly; a few comparable; a couple superior.,Property Sales, Needs and Wants, Areas to improve,,,,,
Sometimes you have a unique property that has no sales. Like there is nothing exactly like it. And then you have to start researching more than normal. Thinking out the box with your analysis. Speaking to a lot of people in the industry like agents and everything.,Unique Property, Property Sales, Property Research, Agents,,,,
Commented that unique properties happens a lot in regional area and 'hence that's why desktops aren't as widespread in remote locations'.,Unique Property, Regional or Remote,,,,,,
Unique properties can also be found around new estates and developments in cities where there's an old federation-style mansion and these can be a challenge to value when they are unique.,Unique Property, Challenges, New Developments,,,,,
Commented that other things that would add value in our products for valuers inspecting a unique property is Planning layers. Mentioned that every state provides planning and development information in a number of different ways (noting the NSW planning portal is a good resource for valuers). Queensland state government however does not provide a centralised planning portal so valuers must search for planning and development information at a council level.,Opportunity, Value Add, Zoning Data, Development Planning, Unique Property,,,
"We look at the zoning, the LGA [local government areas]. If there's a DA [development application] on it, on property. If it's heritage zoning; flooding; bushfire. Any other environmental overlays. Then you're looking at then inherent risks around it. Which could be transmission lines; traffic; everything like that. These are all really layers that can be added. We are going places to find that [information] as well as inspecting the property and being able to see it with our eyes. But in reality, you can get it all but there just work in aggregating all the data.",Zoning Data, LGA, Development Planning, Environmental Data, Surrounding Area, Value Add,,
On physical inspections valuers would speak to local estate agents. This takes more research time to assess the property and can have a higher fee (and this fee can be negotiated with the lender).,Physical Inspection, Agents, Property Research, Time and Effort, Challenges,,,
Commented that issues can show up as a lack of attributes and supporting information. Also mentioned for commenting on environmental factors there are no corresponding risk rating in desktops at present.,Attributes, Data Gaps, Environmental Data, Risk or Impact,,,,
"If you were to know it's [subject property] in a one-in-five year flooding area, or one-in-fifty year flooding area or it's in a heritage area, or things that you need to do a bit more research on. Or its next door to transmission lines. Attributes where it's going to affect - detrimentally - what the property's worth. There would be escalation because of that because more research would be needed what the affectations does to the property and what it does to the sales as well.",Environmental Data, Risk or Impact, Surrounding Area, Challenges,,,,
For times when there are no recent comparables sales then a valuer must do a lot more local research to produce a signed report.,Property Sales, Property Research, Time and Effort, Valuation Reports,,,,
"Commented on sustainability and climate change factors getting a larger focus of assessments in the future to highlight environmental and sustainability risk to lenders. Mentioned that ESG (Environmental, Social and corporate Governance) and sustainability conversation are coming to the fore.",Environmental Data, Sustainability Data, Risk Appetite, Risk or Impact,,,,
Commented that lenders will be looking at more trends and info relating to sustainability and environmental impacts at an individual property level.,Sustainability Data, Environmental Data, Needs and Wants, Lenders, Opportunity,,,
"Ongoing and future challenges with the valuation and property trend models, noting that 'They're still not great'.",Challenges, Valuation Models,,,,,,
"Regulation is always a challenged. Commented that if there are regulation changes and valuations are not needed, then valuers could be out of work.",Challenges, Compliance and Regulations, Concern or Worry,,,,,
Mentioned valuation firm need to go with it and adapt to change or go out of business.,Change or Disruption,,,,,,,
Valuers conducting physical inspections use tablets with Opteon's system (Halo) that can be used offline or online. Within the Halo system valuers can add sketches or take measurements of a property. Valuers will usually input the data as they go from room to room within a property.,Digital Tools, Physical Inspection, Valuers,,,,,
All photos added within Halo are time and date stamped as well as geo-location tagged.,Photos, Business Practice,,,,,,
"You've got different preferences of the same tools. People have preferences on tablet and the hardware used. I mean some valuers still use trundle-wheel right, so it's pen and paper. It's pretty standardised now. As tech gets better everyone wants the most efficient way possible to do the job.",Preference, Habits and Routines, Valuers,,,,,
"Asked about using future tools (and opportunity) that blended Opteon data with MarketValuer data (for example, more comparable sales).",Opportunity, MarketValuer, FOLLOW-UP,,,,,
"The more info you have in front of the valuer presented to them in an easy efficient manner, the less escalations you'll have. It could be an argument that the valuer should know that sale anyway and search for it, or whatever or look in our system. But being honest and you want the most efficiencies, and less escalations and less escalations. [Then] the more data you can put in your platform, and including our data and integrate it, [it] would help, I think, for sure.",Needs and Wants, Data Sets, MarketValuer,,,,,
"[For full valuation] I see merit in it. I see, you know there'll be people chasing all the time 'Where's my valuation?' It could get a bit, 'So, what credit and risk do well, what lenders do well, is protect the valuers in a lot of instances from people who are unreasonable'. It would put them more directly in touch with a valuer, which, it happens now don,t get me wrong. Our valuers book jobs and their numbers everywhere and they do get a lot of calls from brokers and everything like that. The only risk there would be the really rude people and the unreasonable people. And the back and forth you might get which is not productive for anyone.*",Physical Inspection, Credit Risk, Communication Tools, Value Add,,,,
Commented too on protecting the valuers from any harassment.,Communication Tools, Needs and Wants,,,,,,
For any lender/broker to valuer messaging UI solutions in future products we need to consider ethical design approach.,Communication Tools, FOLLOW-UP,,,,,,
Commented that desktop orders in the future should occur much quicker and would not require lender/valuer messaging.,Desktop Valuations, Valuation Orders, Values and Beliefs,,,,,
"If any order was generated directly in the Opteon system (called Halo), then each order goes through around 400 automated QA ordering and compliance checks - some specific and some general checks. Today Opteon actively manage the upkeep of their QA and rules engine. Updates means new checks are introduced and old out-dated check are taken out.",Business Practice, QA, Compliance and Regulations, Valuation Orders,,,,
A Compliance team and a Quality Management team manage the rules and updates.,Compliance and Regulations, QA,,,,,,
"With the desktop's obviously we're relying on the QA you have in your platform. But when you go to the lenders' some lenders have their own QA team and they're doing retrospective audits. So, Westpac for instance are doing retrospective audits on desktops. And they'll say '8 times out of a hundred job you've submitted a report over 1.5 mill'. And they do it as a percentage. You're above the rest of the competitors; you're going to lose allocation because of that on a quarterly basis. So that's what I meant by a compliance on the other side. Again, we have valuers, [who] should be doing their own QA, obviously as they're doing a report. But we are reliant - a little bit -on your product to have your own QA in there as well.",QA, Lenders, Audits, Desktop Valuations, Allocations, Location or Postcode, Valuation Reports, MarketValuer
Commented they were aware we do have QA in our products but want MarketValuer to keep up to date with the trends of the banks and valuers in the QA and compliance needs and issues that arise.,QA, Compliance and Regulations, Banks, Needs and Wants, MarketValuer,,,
"Orders are received in a number of ways - direct to valuer; through valuation aggregator platforms (i.e. CoreLogic, Velocity, ValEx) or through MarketValuer API. LIXI packets are sent through the aggregator platforms. And orders are managed in Opteon through their internal system, that also performs a number of checks on the orders. Valuation jobs are then routed to specific valuers to book their own job (using the booking team).",Valuation Orders, Competitor Products, MarketValuer,,,,,
Mentioned Opteon are piloting a Schedulo (booking tool) integration to allow job to go direct to customers to book property inspections.,Digital Tools, Booking Appointments, Valuers,,,,,
"Valuers would communicate impacts any extra research time required on unique properties, risk factors or any environmental impacts to lenders and provide reasons. The valuers may also pass communications of delays and impacts to the broker or lender credit team to keep them in the loop.",Valuers, Risk or Impact, Delays, Communication Tools,,,,
"Totally understand it. Half of what we try to do is to work out how we can help the turnaround times. There's a fine line. Desktop's are great for turnaround time. But there's a lot of escalations; there's a lot of rework. If a desktop gets escalated, it usually ends up taking longer than if they order a [full] valuation.",Service Levels SLA, Valuation Orders, Escalations, Rework, Frustration,,,
"Even if a desktop is ordered and comes in lower than what they think and gets reordered, it ends up costing more than if they got a full inspection at the start. Or, if it gets escalated to a full [valuation] straight away, it still takes longer than if it just got this [ordered as a full valuation]. There's pros and cons to everything.",Desktop Valuations, Escalations, Challenges, Valuation Orders,,,,
Commented on 2 types of queries they receive from lenders and brokers - non-avoidable and avoidable queries. An example given for a non-avoidable query is where there has been a change to the plans in a construction build.,Valuation Orders, Construction Build,,,,,,
It's no-one's fault. They've [the customer] done that and we have to do the job. It is what it is.,Challenges, Valuation Queries,,,,,,
"There's avoidable queries where you know, we've overlooked something or made a mistake. And the lender can't lend on it [the valuation] or the [bank] credit teams picked it up and it's come back to us. We have to rework it. It's rework for us; it's rework for everyone.  it's rework for the lender. And that, just straight away you're losing money. So, there's a lot of internal focus on stopping rework. Which is valid for desktops, fulls [valuation], everything.",Valuation Queries, Rework, Time and Effort, Banks, Frustration, Areas to improve,,
Commented that banks also need to improve their own internal processes. Gave an example where a lender takes 20 days to do their internal loan assessments and requests orders near the end of this process. Commented that a 3-day valuation wasn't the issue where lenders are taking weeks and months to complete their own loan assessments.,Areas to improve, Banks, Rework, Valuation Queries, Time and Effort, Frustration,,
Commented on the on-going challenge of meeting quality and a fast turnaround time.,QA, Service Levels SLA, Challenges,,,,,
There's always going to be that fine line between quality versus speed. Doing the job we need to do and mitigating risk. But doing it at speed where we're not the lenders aren't losing customers because of it.,Challenges, QA, Service Levels SLA,,,,,
Asked about changes on the lenders side to make valuation orders more efficient. Commented that lenders are usually checking (or their system is checking) certain postcode and regions that have property flags. Also noted that more education provided to lenders and brokers when generating valuation orders would be helpful.,Valuation Orders, Support and Education, Location or Postcode, Prep Work,,,,
"There needs to be more work done at the front-end as people are ordering. Just to educate them [lenders]. Even if it's a checklist or something. 'Hey, does it fit this profile'. And they do that for probably LVR or what the situation is for them [the bank]. But do they go all the way to the property type [in their checks]. Is this over 20 hectares; It's going to get escalated straight away. Is it over 1.5 mill; It's going to get escalated straight away. Just flagging those things up-front for the brokers ordering.",Areas to improve, Banks, Valuation Orders, Support and Education, LVR, QA,,
"In the perfect world today, we'd have a streamlined ordering where it has to go through a QA before it gets ordered by one team. But I get there's a lot of up-front ordering and things like that from brokers and directly. So, it's a hard one, but don't really have a great answer for it. But there's a few things that could be done to help the rework.",Banks, QA, Valuation Orders, Time and Effort, Rework, Areas to improve, Challenges,
Commented that the valuation industry is ripe for change and technology will be a big disruptor.,Change or Disruption,,,,,,,
Valuers are worried about being displaced by technology and are worried about staying relevant in the coming years.,Concern or Worry, Change or Disruption,,,,,,
"We've been talking about being automated out of a job for 10 years you know, and it hasn't happened yet. Sure, there's going to be change. Sure, someone like MarketValuer is going to come in and there might be more desktops in the future. But, hey that doesn't mean it the end of the world. We've just got to adapt to that change.",Change or Disruption, Concern or Worry, Embracing Change, MarketValuer,,,,
Commented that the end-game might be a better outcome for customer so valuation firm cannot halt progress or face being disrupted completely.,Change or Disruption, Customer Experience,,,,,,
"Participant recognised that disruption and change is coming, and valuation firms need to be adaptable to embrace this change to stay relevant and in business.",Change or Disruption, Embracing Change,,,,,,
I think there are ways to make desktops - even Fulls [valuations] - not much slower. There's always going to be slower. But not much slower than an AVM. But a whole heap more accurate. And if we can halt the progress of AVM's or use them to our advantage with the added local valuer knowledge... there's always room for valuers.,Desktop Valuations, AVM, Opportunity,,,,,
There could be a future opportunity to explore of enriching Valuer data with MarketValuer data to provide the tools need to get a more accurate valuation.,Opportunity, Digital Tools, MarketValuer, FOLLOW-UP,,,,
"Asked about quantity surveyor reports and mortgage imposition reports. Responded that MIP (Mortgage Imposition) has it own report type (which is similar to a long-form valuation report) with set criteria for mortgagees.

",Mortgage Imposition, Property Report, Quantity Survey,,,,,
"Commented that Opteon does tax depreciation reports, but the valuer do not handle QS (Quantity Survey) reports. Also noted that some banks manage their own QS panels and commented that most QS companies are small and manage their own different templated reports.",Quantity Survey, Tax Depreciation, Banks, Property Report,,,,
Commented that Opteon have 2 dedicated people in the company who will do QS reports when asked by banks and these reports are different to valuer reports.,Quantity Survey, Banks, Valuation Reports,,,,,
"Any valuation over 5 million cannot be done on a PropertyPro [report]. It's done on a, like a long-form report. Again, each valuations firms' long-form may be slightly different. There are standing instructions. They are similar but there could be little tweaks here and there because we're not as rigid as the PropertyPro is. PropertyPro is a template where long-form is 'Meet the standing instructions of the bank'. And all the banks have different ones. But you can set out the [long-form] template how you really want. They're a 30-page report.",PropertyPro, Property Report, API Organisation, Banks, Valuation Reports,,,
Tax Depreciation reports' valuers inspect them right now. And graduate inspectors. Our employed QS [quantity surveying] does the calculations and sends them off. It's a bit of a shared service. You do need a QS signing off on the report. Tax depreciation is for the consumer.,Tax Depreciation, Quantity Survey,,,,,,
Would like to be included in further rounds of testing.,FOLLOW-UP,,,,,,,
"I suspect it's a number of contributing factors. I would suggest the primary [reason] would be under-representing the estimate of market value by the customer. And then the valuers take one look at it and see clearly, it's going to be worth more than 1.5. And it's escalated.",Valuation Orders, Desktop Valuations, Escalations,,,,,
Commented they were not sure why these desktop orders over $1.5m are occurring.,Valuation Orders, Desktop Valuations,,,,,,
Commented that feedback from lenders has been there is an appetite and review 'and look holistically at' the existing $1.5m threshold values for desktop valuations.,Desktop Valuations, Valuers, Challenges,,,,,
Having a fixed limit valued cap for a service type doesn't really - in my view - address particular market nuances. And what I've submitted to the API is a view to suggest that they should have a much more dynamic way of assessing the types of properties that are eligible for desktops. As opposed to having a fixed value limit.,API Organisation, Desktop Valuations, Valuers, Challenges,,,,
Valuers have to work within the current limits of the desktop memorandum for thresholds.,Valuers, Desktop Valuations, Standing Instructions,,,,,
Commented that the current desktop value limits are not flexible enough to support these types of valuation of current Melbourne and Sydney properties.,Desktop Valuations, Pain Point, Challenges,,,,,
"More often than not their [property owners] opinion of value is higher than what the value actually is, or supported. Right now, we're in a bit of a unique environment in most markets around the country. Where the market is accelerating at such rapid rates that we're seeing more prevalent instructions come through [from the bank]. Whether they're desktops or other types of instruction coming through, where the customer estimate is actually more conservative, and the property is worth more than the customer estimate. I wouldn't describe that as being the usual dynamic. And, in fact, usually it's the opposite.",Owner-Occupant, Property Value, Banks, Borrowers Estimate, Challenges,,,
Commented they had no fixed opinion or understanding as to why desktop orders over $1.5m was occurring.,Valuation Orders, Desktop Valuations,,,,,,
"Accuracy of instructions [from banks] is something valuation firms strive for (e.g. correct address, contact details, supporting data, documents) to help minimise any delays.",Standing Instructions, Banks, Valuation Orders, Prep Work, Documentation, Data Gaps, Delays,
"Given that desktop orders... and often the business rules sitting behind them that would generate a desktop order, are highly predicated on the accuracy of the customer estimate. Anything we can do to increase the accuracy of that customer estimate would seem to be a logical place to start.",Desktop Valuations, Standing Instructions, Compliance and Regulations, Valuation Orders,,,,
Commented on questionable or bad behaviours amongst some brokers who are inputting inaccurate information in order to 'beat the system and get an outcome that tries to manipulate the business rules'.,Habits and Routines, Behaviour, Brokers,,,,,
"One of the inherent reputational issues that desktops have across all the providers is a received level of conservatism. And I say perceived as I think it can be disproven. But I think at a legacy level, and a historic level desktops probably haven't had the attention and focus from either the provider - you know, you or CL [CoreLogic] - and us as the valuers. And that's generated, unfortunately, an environment where particularly brokers, but lenders in general are averse to ordering them and relying on them. Their preference [lenders and brokers] is to get a short-form, given that the banks pay for them anyway for a residential mortgage.",Desktop Valuations, Values and Beliefs, Banks, Lenders, Valuation Orders, Challenges, Preference,
"Commented brokers and lenders would opt for a short-form over desktop valuations if they had the time, as the perception is they get a more accurate valuation.",Brokers, Lenders, Preference, Values and Beliefs,,,,
Thinks brokers are trying to manipulate the outcome based on the type of valuations they will order (i.e. get a higher valuation).,Values and Beliefs, Behaviour, Brokers, Lenders, Valuation Orders,,,
Commented that documentation issues and delays related to construction build has been discovered to be a major delay cause of delays based on internal HTW analysis. This includes getting all the building contracts and amendments to contract which can have special conditions upfront and not having to go back and continuously request documents.,Delays, Construction Build, Challenges, Valuation Orders, Documentation, Info Requests,,
"On resi mortgage work valuers are dealing within a fairly tight structure and protocol of what they can and can't do. The [banks] standing instruction are now so well defined there's very little room for interpretation in terms of how you arrive at the valuation assessment itself. We still get from time to time where valuers come up with differences of opinion. But at the end of the day part and parcel of the human element, I suppose of requesting an opinion on value.",Banks, Standing Instructions, Valuation Reports, Compliance and Regulations, Values and Beliefs,,,
Commented that valuers don't actively think about taking a conservative approach to protecting themselves. They are conscious of the standing order constraints to work within and a defendable evidence-based valuation.,Compliance and Regulations, Standing Instructions, Evidence, Valuers, Valuation Reports,,,
Commented on delays occurring where the sales evidence used in a report is not in line with what valuers are seeing in their areas or are aware of within their areas. These issues occur when know sales data are not appearing within desktop valuations. This is where discrepancies in the desktop report can occur.,Delays, Desktop Valuations, Property Sales, Data Gaps, Challenges,,,
