OBSERVATION,TAGS,,,,,,,,,,,,,,,,
Asked if the data would be protected from hackers or bad actors affecting the metric reporting data.,Data, Understanding unclear, Risk, Concern,,,,,,,,,,,,,
Retailers also want to know/understand if they should offer an opportunity (unspent budgets where ad slots remain unfilled) to only one brand or should they open it up an offer to competitor brands as well.,Internal effort, Retailers, Need or Want, Opportunity, Missing opportunities, Budgets, Ads, Considerations, Brands,,,,,,,,
"Commented that something big brands would be willing to pay extra for (in terms of tech data) would be performance on a search term in comparison to other brands. 

Example given, was a tech manufacturer has spent X budget in ad and received a certain amount of traffic? displayed on a graph what is being won against what was invested? however brands B, C and D have spent Y budgets and received what percent or volume of the ad traffic. This can be done manually by CSM's, but as a dedicated service thinks a few big brands would pay for to help with analysis and planning. This would help brands understand where they are losing out to competitors (i.e. the bid, the value, the potential sales opportunities lost, etc).",Brands, Budgets, Outcomes, Search terms, Data visualisation, Opportunity, Revenue, Competitor metrics, Manual effort, CSM's,,,,,,,
"The big tech brands hate losing out to their rivals. Much like all brands really, but in tech especially. If you could turn around to Dell and go ?Well you know, you're only really competing against 2 other people. And they're received more [ad spots] and sold more? I think it would be a kick to invest more and plan better.",Competitor metrics, Opportunity, Data, Revenue,,,,,,,,,,,,,
That's the same with Coke and Pepsi. They're always in battles [over ad spots].,Managed Service, Brands, Competitor metrics,,,,,,,,,,,,,,
"Outlines a previous practice in another company where they create Shopper Journey Insights reports to identify where shoppers are buying products and brands more than others. This showed the trends of shopper behaviours across all similar retailers or market segments. This is not currently available within the platform. Gave example where report would look across the whole grocery sector and then break down behaviours by retailers. This could help break down people's behaviours of buying patterns (e.g. shopper visiting favourites, visiting offers, etc) and focuses on changes in behaviours for specific category or product purchases. This accommodates changes in behaviours where shoppers are very brand/product driven in choice versus I just want to buy any cereal or butter, and don't care about the brand. This could be gathered from traffic insights within the platform, but it could look more at impressions rather than clicks to help identify shopper journeys.",Opportunity, Consumers or Purchasers, Behaviours and habits, Trends, Products, Retailers, Segmentation, Reporting, Insights, Attributions, Impressions, CTR, Future needs,,,,
"Commented that brands are very precious about their data, so if we are going to sell data in the future, we need to be very mindful of how we sell it (i.e. brand data), and are we allowed to sell it. Some large retailers and brands also have relationships with third parties who are helping to manage and analyse their data.",Brands, Data, Considerations, 3rd party, Analysis,,,,,,,,,,,,
Commented different levels of data reporting ? from the standard platform to an advanced offering - could be tiered and offered on a retailer or brand need.,NOTE, Opportunity, Data, Reporting, Retailers, Brands, Revenue, AdManager,,,,,,,,,
Commented there may be an opportunity to sell data insights back into the tech data sector as noted these companies were a ?little clueless as to what shoppers were doing on their websites?. Noted a big disconnect in this segment around what the actual shoppers? behaviours were doing? i.e. attributing a sale to a sponsored search.,Opportunity, Deals, Deeper insights, Consumers or Purchasers, Behaviours and habits, Attributions, Issues, Segmentation, Search terms,,,,,,,,
Looking for an opportunity for UK team to position themselves as market experts and get their own branding out into the market.,Opportunity, Internal team, AdManager, Advising, Recommendations,,,,,,,,,,,,
Commented that retailers like Sainsbury's wanted and easy way to understand associated cross-sell products are selling and best aligned in cross-sell ads and opportunities.,Retailers, Need or Want, Cross-Sell, Products, Opportunity,,,,,,,,,,,,
"Unclear where cross-sell is currently being used at the moment, or what the report feedback looks like.",Understanding unclear, Cross-Sell, Reporting,,,,,,,,,,,,,,
"For ?Fill unique? ads there is a big dependence on a ruleset that retailer set for ads. For example, whether retailers use very loose rules to fill or are very specific about which products they will target against another one.",Ads, Business Operations, Retailers, Products, Targeting,,,,,,,,,,,,
Outlined example for Nectar 360 where campaign are being set up the retailers is able to define which SKU's are allowed to appear alongside other SKU's in a cross-sell ad. Products must be complimentary and cannot be competitive products.,Campaigns, SKU, Cross-Sell, Products, Considerations,,,,,,,,,,,,
Sainsbury's cross-sell matching setup is a little different (and more general) where it is not always easy to tell in reporting where the best cross-sell connection was to the singular product being matched. Feedback from suppliers was ?I don't know where this is working?. Commented that it could be an advanced reporting option for clients who spend over a certain amount are privy to cross-sell key metrics.,NOTE, FOLLOW-UP, Cross-Sell, Challenge, Reporting, Understanding unclear, Opportunity, Future needs,,,,,,,,,
Retailers and suppliers want a way to understand the shopper's behaviour ? people who buy one product are more likely to by another related or cross-sell product.,Retailers, Suppliers, Need or Want, Behaviours and habits, Consumers or Purchasers, Cross-Sell, Insights, Opportunity,,,,,,,,,
Thinks HFSS restrictions will impact on future cross-sell campaigns.,Value or Belief, HFSS, Considerations,,,,,,,,,,,,,,
Different retailers will have different rules on HFSS restrictions.,HFSS, Restrictions, Business Operations,,,,,,,,,,,,,,
"With initial DataGrid reporting each retailer or country was setup to be separate (e.g. track UK or French performance). Now clients are looking for options where a brand reporting can run across multi-networks or multiple retailers. For example, a tech manufacturer wants to run campaigns across all countries in Europe so they can track metrics by local campaigns as well as the broader European results. This is not currently possible in DataGrid.",DataGrid, Reporting, Need or Want, Brands, Multi-country, Tracking, Performance metrics, Limitation, Challenge,,,,,,,,
"An issue in the setup of DataGrid is each country wants to run independently of each other, but the tech data parent or head office wants to see local and aggregated metrics.",DataGrid, Issues, Multi-country, Clients (of retailer), Need or Want,,,,,,,,,,,,
Commented a specific technical limitation or reason why cross-country or regional reporting was not possible in DataGrid ? had previously spoken to Adam and John.,Limitation, Multi-country, Underperforming, Multi-region, DataGrid, Need or Want,,,,,,,,,,,
Wanted clarity on the dashboards and the metrics they would report - would a single dashboard have multiple metrics?,Understanding unclear, Dashboard, Performance metrics,,,,,,,,,,,,,,
"Wanted to know if DataGrid will replace the existing reporting suite in AdManager, or would the 2 (i.e. current and DataGrid) run side-by-side.",NOTE, Understanding unclear, DataGrid, AdManager, Reporting,,,,,,,,,,,,
"Person in team (Amaya - Delivery & Performance Exec.) manages most of the DataGrid to run in-flight and end of campaign reports. Person creates DataGrid cards, and thinks the person is creating one DataGrid per client so she can refresh the activity dates.",Internal team, DataGrid, Internal effort, In-flight, Post-campaign, Reporting, Clients (of retailer),,,,,,,,,,
Supply clients reports with insights on the campaign performance objectives (e.g. drive volume).,Clients (of retailer), Reporting, Insights, Performance metrics, Campaigns, Objectives,,,,,,,,,,,
Use reporting to show Impression Share ? your performance against your competitors - which is important for generating ?Bid Density?.,Reporting, Impressions, Performance metrics, Competitor metrics, Bids,,,,,,,,,,,,
Use the SmartCart Retailer product a lot as it supports local currencies. Also have some default reporting in DataGrid dashboard. Produce some non-client reports to understand how revenue is tracking. ,Internal systems, Currency related, Support, DataGrid, Reporting, Revenue, Tracking,,,,,,,,,,
"Use reporting to bridge a gap in client notifications (i.e. no client notifications capabilities in the current AdManager platform). For example, have built Wallet spend report to flag when a budget is about to run out, or a campaign end activity date has passed, and the campaign needs to be refreshed as well as reporting on a campaign budget running out.",NOTE, Workaround, Alerts or Notifications, Reporting, AdManager, Limitation, Wallets, In-House, Manual effort, Time and Effort,,,,,,,
"Summarised main areas of reports are used for notification, client reporting to drive revenue (and client insights), and product reporting (to drive revenue insights for the business).",Reporting, Clients (of retailer), Opportunity, Revenue, Insights,,,,,,,,,,,,
"Most reporting is managed through DataGrid, with some instances where there is a cross-over with the AdManager platform (especially where DataGrid reports can be hard to build and the data is easier to get in AdManager ? for example, the top performing products).",Reporting, DataGrid, AdManager, Data, Difficulty, Performance metrics,,,,,,,,,,,
Commented on an issue in the past with DataGrid where campaign report duration ?look-backs? where API call flags where displaying an error informing the period for reporting needed to be refreshed with 24 hours.,DataGrid, Issues, Campaigns, Reporting,,,,,,,,,,,,,
For very simple things we use AdManager. If it's more complicated and we want to build out the reporting modules that are kind of custom to what we're doing? we go to DataGrid.,AdManager, Limitation, DataGrid, Reporting,,,,,,,,,,,,,
"Commented their role was more insight led. Tends to be looking at trends and indicators of opportunities over looking at specific client in reporting needs. Will only use AdManager platform when looking at info to prove out a specific use-case, or specific client.",Insights, Trends, Indicators, Missing opportunities, Clients (of retailer), Reporting, AdManager,,,,,,,,,,
Does not work with a lot of visualisations as tend to be pulling in a large amount of data points and co-relating them. Will mainly use DataGrid to organise and extract (export) the data. After exporting DataGrid data will continue analysis in Excel or similar. Currently finds DataGrid sufficient and maybe only add a number of fields in the future. Most reports they generate are for internal use only.,Data, Exports, DataGrid, Manual effort, MS Excel, Reporting,,,,,,,,,,,
Main interests in data and reporting is the story it tells to help inform clients on how to better use the AdManager platform ? to get a good ROAS or better spend on their wallet.,Data, Reporting, Advising, Clients (of retailer), AdManager, ROAS, Spends, Wallets,,,,,,,,,
2 main perspectives used to identify opportunities would be Keyword or Client.,Missing opportunities, Keywords, Clients (of retailer),,,,,,,,,,,,,,
When looking at keyword opportunities would be looking at under-utilised keywords in terms of client activity.,Keywords, Opportunity, Missing opportunities, Clients (of retailer),,,,,,,,,,,,,
"So, we can see 100 ads were requested. We only served 10. And then inside of that only 5 of them were shown as an impression. Which mean that we only used 5% of their total opportunity to generate revenue. And then I can classify those keywords by a number of things. Maybe it was brand restricted; maybe it had a low number of products so there's not much opportunity to sponsor. Or, maybe it's got a high number of organic products and so there is opportunity to sponsor, and it's not brand restricted, et cetera. So, then I can identify that as like 'this is a high opportunity keyword?. And then marry that together with data from GCP [Google Cloud Platform] to look at which products sold on that keyword, and all of the products outside of the top 10. The top 10 products are typically on display above the fold [on the site], so there's not much benefit to promoting.",Ads, Revenue, Keywords, Routine, Decision Making, Data, Google Analytics, Products,,,,,,,,,
"Commented they could be looking at 16,000 keywords in their DataGrid data extracts, and from this listing you would need to exclude keywords that would be difficult to use in a commercial sense. Any recommended keywords sent to clients would need to be carefully considered.",Keywords, DataGrid, Exports, Manual effort, Difficulty, Recommendations, Clients (of retailer),,,,,,,,,,
"It means that you can go to a client, and you can say ?Here are the relevant products that you might want to sponsor. Here are the relevant keyword?. And that's like an out-reach sales tool for us. That's kind of like? ?Here's our inventory, let's go and find the right client? [to act on the recommended opportunity].",Clients (of retailer), Recommendations, Keywords, Sales, Opportunity,,,,,,,,,,,,
"Noted from a client perspective they might identify they have a $5000 budget, and they are only spending $2000, and how we look to help them spend the rest of the budget in an effective way.",Clients (of retailer), Budgets, Spends, Missing opportunities, Recommendations,,,,,,,,,,,,
Commented on some work has been done to get categories data sorted by every organic sales on keywords ? done at a patch level. Metrics looks at what percentage of sales has been done online versus in-store. And also understanding metrics of what percentage of client revenue is getting to an ?always-on? promotional strategy ? for example CPP (Cost Per Point) versus a banner ad over an isolated period.,Internal effort, Categories, Sales, Keywords, Manual effort, Performance metrics, Need or Want, Always On, CPP, Banner Ads, Date related,,,,,,
"A lot of spend comes form ?chilled food? but also mentioned this category is under-indexed, and this highlights a big opportunity area for spend growth.",Routine, Spends, Data gap, Categories, Opportunity,,,,,,,,,,,,
Maintains a number of metrics manually at present ? which they thought was not an issue.,Manual effort, Performance metrics,,,,,,,,,,,,,,,
"When comparing client as a CPP level versus client at the total SmartCart level, it would be good to see Parent-Child data. For example, Nestle Beverages, Nestle Foods, Nestle Confectionary, etc. And these relationship data set could be found all under the parent, Nestle. This Parent-Child data is currently managed in a manual listing. ",Competitor metrics, Comparative data, CPP, SmartCart, Parent-Child, Deals, Manual effort, Area of improvement,,,,,,,,,
"If a Parent-Child field was added into DataGrid, then Woolworths would back-populate and fill the data as they came across it. This would also help support interactions with the Woolworths Client Partnerships team.",Parent-Child, Need or Want, DataGrid, Data, Benefit or value,,,,,,,,,,,,
Would probably consider in-flight and post-campaign reporting as similar at present as Woolworths don't really have a lot of clients who track their in-flight performance. Most client look at the post-campaign report to see what they spent and what was the outcome.,In-flight, Post-campaign, Reporting, Tracking, Performance metrics, Spends,,,,,,,,,,,
The more engaged client will want to see the in-flight reporting. And what they want to see is how the campaign spend is pacing.,Clients (of retailer), Engagement, In-flight, Reporting, Campaigns, Spends, Pacing,,,,,,,,,,
"For Woolworths, the in-flight campaign reporting of most values if keywords with no CTR performance. They would use these insights to take a lead when approaching clients (who may have varying skill sets) on spends with high-volume search terms and low CTR (or good CTR and no conversion) and advise on how to optimise their campaigns. ",In-flight, Campaigns, Reporting, Performance metrics, Keywords, CTR, Insights, Advising, Optimisations,,,,,,,,
"Woolworths have 4 managed portfolios (with a SmartCart expert attached to each). On average each portfolio could have 40 clients, with over 300 client now on AdManager platform. A good portion of client still self-serve.",Business Operations, SmartCart, Clients (of retailer), Managed Service, Self-serve, AdManager,,,,,,,,,,,
"In-flight reporting used in the Client Engagement team to make the most from every revenue opportunity. Team will meet weekly to look at top performing keywords, missed opportunities, discuss adapting strategies (for clients), and look at any issues of high-volume searches with low CTR. Team will make action points and then go and speak to respective clients and offer advice to change or update their campaign strategies to get better click-thru performance.",In-flight, Reporting, Clients (of retailer), Engagement, Revenue, Opportunity, Routine, Internal team, Performance metrics, Missing opportunities, Advising, Recommendations, Campaigns, CTR,,,
"There's no science to that [CTR] threshold. It is basically monitoring what the average is from just an overall benchmark for CTR, which is normally around 1 to 1.2, sometimes higher. So, anything that is normally below a 1% CTR is something that we'd flag for us. It is quite a tactical move that has strategic benefits. Because if we can get the campaign behaviour changed on the clients? end ? for the clients that are heavily engaged - they typically keep that as an ?always-on? strategy. So, it's about getting the right relevancy in-play for these search terms. Keeping that play going, and monitoring where we need to get that ?play? stopped and start new keywords because the click-thru rate isn't where we need it to be.",CTR, Performance metrics, Monitor, Benchmarking, Advising, Clients (of retailer), Always On, Engagement, Relevancy, Search terms,,,,,,,
Reporting on Impression Share is the most important metric for clients ? what did they spend and what did it get them (and where did their product tile or ad rank in the available 8 available ad spots).,Monitor, Reporting, Impressions, Performance metrics, Clients (of retailer), Spends, Products, Ranking,,,,,,,,,
Reporting depends on the client and the type of session delivered (e.g. a weekly reporting session) on what level of information will be included in the report. Weekly report updates tend to be summary-based info that can be easily delivered.,Reporting, Routine, Clients (of retailer),,,,,,,,,,,,,,
"For year-to-date or quarterly performance sessions, the team will get more into the detail. Using the same info that appear in the AdManager platform the team will also add extra calculations to provide the total products bidding against a search term (to get the clients? impression share), and also show them what their spend got them in terms of the market against their competitors. Will also provide them with some modelled choices, or scenarios - for example, what a 50% impression share of the market would look like, and this is the investment required for a 70% impression share. ",Reporting, Date related, Routine, Internal effort, Internal team, Products, Bids, Search terms, Impressions, Competitor metrics, Modelling, Advising, Recommendations, AdManager,,,
These scenario analyses help to drive more revenue into the AdManager platform by showing performance and then a future state (scenario).,Analysis, Opportunity, AdManager, Revenue, Performance metrics, Recommendations, Modelling,,,,,,,,,,
"Do not report on competitor names to clients - only report on the number of competitors bidding on search terms, or how many competing products are bidding on terms. And will also report of the client's share of impressions (ads shown) and calculate an Impression Share.",Business Operations, Competitor metrics, Bids, Comparative data, Search terms, Products, Reporting, Impressions, Routine,,,,,,,,
"Client reporting also includes their average CPC (Cost Per Click) paid versus the average CPC of competitors, so clients can understand where they rank from a bidding perspective. Noted it is very strategic information geared towards driving more revenue.",Clients (of retailer), Reporting, CPC, Competitor metrics, Ranking, Bids, Opportunity, Revenue,,,,,,,,,
"So, our main mandate is we still need to do a lot of work to unlock budgets with our clients. I think we need our clients to be spending roughly 5% of their overall advertising money into this channel, and they're spending nowhere near that. It's between 1 and a half, 2% on average. But I could be really butchering those numbers.",Need or Want, Spends, Budgets, Revenue, Suppliers, Opportunity,,,,,,,,,,,
"We're looking for data that unlocks more money, because it shows performance.",Need or Want, Data, Opportunity, Revenue, Spends,,,,,,,,,,,,
"Commented if a client has budgeted $1M spend annually on their whole media advertising with SmartCart, they may only be spending $50,000 of that budget in the online [AdManager] channel. However, the online channel may be performing better that other advertising channels in terms of driving product sales",Clients (of retailer), Budgets, SmartCart, AdManager, Opportunity, Products, Sales,,,,,,,,,,
"We're trying to demonstrate more value [in the online ads channel] that we can't currently get from the AdManager reporting dashboard. Which is why we supplement it with Impression Share; what they paid for that Impression Share; what a larger Impression Share looks like; and how much it would cost. Keywords that they would use to get there. High value keywords. Low value keywords. Giving them efficiency options if they want to be more efficient with their spend. We give them more ?long tail? keywords to look at to show them ?long tail you spend this, but it drove that at the compromise of how much visibility you get.? So, we just keep giving them scenario analysis so that they can decide what they do moving forward.",Opportunity, Benefit or value, Limitation, AdManager, Reporting, Advising, Recommendations, Clients (of retailer), Engagement, Modelling,,,,,,,
"For deep dives with clients will use a presentation deck with linked charts and also provide data files so clients can run their own pivot tables. Data files allow clients to do deeper analysis segmenting by teams, wallets, or campaigns.",Routine, Reporting, MS PowerPoint, Data visualisation, Clients (of retailer), Analysis, Segmentation, Team (AdManager), Wallets, Campaigns,,,,,,,
"Levels of analysis reporting experience varies by client ? there is no consistency across clients. For example, a client like Coco Cola will get deep into the number and analysis (e.g. strategy, spend, numbers, results, CPA, etc), where agencies may be more concerned about spending a clients budget and are more interested in budget pacing and ROI.",Clients (of retailer), Knowledge gap, Challenge, Brands, Agencies, Spends, Budgets, ROI,,,,,,,,,
Suppliers want more visibility on Impression Share as the current 7 days is not enough.,Suppliers, Need or Want, Impressions, Performance metrics, Limitation, AdManager,,,,,,,,,,,
"For the Product Reporting tab, they want to see conversion reporting (where it does appear in other parts of the platform) so it is a little inconsistent.",Suppliers, Need or Want, Requests, Reporting, Conversions, Not consistent, AdManager,,,,,,,,,,
The Search Term reporting tab does not have retail reporting sales value as a performance metric. Woolworths team have to export DataGrid data as CSV and then calculate the ROI value based on spends. ,Search terms, Reporting, Limitation, AdManager, Sales, Manual effort, Internal effort, DataGrid, Exports, MS Excel, Analysis, ROI, Spends,,,,
"The average tile Ad ranking (the ad slot) is important to have to understand how the performance was affected, based on the top Ad tile spots or the bottom Ad spots.",Ads, Ranking, Performance metrics, Need or Want, Requests, Suppliers,,,,,,,,,,,
"Suppliers really want benchmarking of performance, and this would be helped with category insights. This would need to be an integration between Woolworth's and AdManager to enable the bundling of data into performance categories.",Suppliers, Need or Want, Benchmarking, Performance metrics, Categories, Insights, Integrations, Retailers, Data, Future needs, AdManager,,,,,,
"Campaign start and end dates is important in reporting, and felt this was a very basic requirement that should be in the platform reporting.",Campaigns, Date related, Reporting, Limitation, Need or Want, AdManager,,,,,,,,,,,
Ability to bulk-pull weekly and monthly data over a full year to support level of reporting required (i.e. look-backs).,Need or Want, Data, Date related, Reporting,,,,,,,,,,,,,
"For Teams, wallets cannot be seen retrospectively. To get this info, a team member would need to do a campaign report in AdManager; export it into CSV; and then build a pivot table to get spend by wallet. However, in DataGrid the team can create wallet report.",Team (AdManager), Wallets, Limitation, AdManager, Internal team, Internal effort, Manual effort, Exports, MS Excel, Analysis, DataGrid,,,,,,
The lack of notifications is an important consideration for reporting. Especially where it relates to wallets potentially running out of budgets. Woolworths get alerted but the clients/suppliers do not get alerted directly.,Frustration, Alerts or Notifications, Reporting, Budgets, Clients (of retailer),,,,,,,,,,,,
"Include definitions of tabular columns in reports and also an indication of how values were calculated for clients, so information is clearly described and understood.",Reporting, Internal effort, Clients (of retailer),,,,,,,,,,,,,,
"Commented on having better key indicators in the tabular data. For example, currently AdManager (indicates 20-50%) and Red are used denote different Impression Shares, but clients need to understand what constitutes each of these indicators.",Need or Want, Performance metrics, Knowledge gap, Understanding unclear, Impressions, Suppliers, Area of improvement, AdManager,,,,,,,,,
"DataGrid has really helped us build up this [AdManager] product and the client engagement, which has the built up more investment into it. Realistically we?ll never be able to service every single client using this product to the level that we do for our top 50 [clients]. But if they could get access and we could train I think, the potential would be just incredible in terms of what they spend in this channel.",DataGrid, Feedback positive, Opportunity, Engagement, Clients (of retailer), Challenge,,,,,,,,,,,
"AdManager platform is quite new to the New Zealand market, so reporting has not come up as a topic for improvement or a pain point.",AdManager, Opportunity,,,,,,,,,,,,,,,
"It is sometimes difficult trying to understand what metrics are available for the NZ market, as there is usually smaller head count numbers on the supplier side. Because of these staff limitation in supplier businesses, they are look at the Woolworth's team to help train them in digital marketing, and what the different reporting metrics mean.",Difficulty, Internal team, Suppliers, Limitation, Training, Support, Performance metrics,,,,,,,,,,
"Benchmarking in reporting would be helpful, especially to understand how suppliers are trending against competitors and how categories are trending.",Need or Want, Benchmarking, Reporting, Suppliers, Trends, Competitor metrics, Comparative data, Categories,,,,,,,,,
"For post-campaign analysis, this is run by one person in NZ and don't have ability or capability to scale up reporting and insights to the level of the Australian team at present.",Post-campaign, Analysis, Internal effort, Challenge,,,,,,,,,,,,,
"Although NZ has access to the DataGrid dashboards, it takes a lot of time and effort to generate new dashboards and reports for clients.",DataGrid, Internal team, Time and Effort, Dashboard, Reporting, Clients (of retailer),,,,,,,,,,,
"Currently only one marketing person in NZ market to generate all the marketing and print material, so it is a lot harder to get involved in self-service reporting due to NZ operational structure.",NOTE, Internal effort, Challenge, Business Operations, Manual effort,,,,,,,,,,,,
"Make it easy for clients to self-service. Whatever we give them from a reporting perspective? [be clear on] why are we giving it to them, and how can they use it. So, the ?How? is still, I guess, the biggest gap for us. Which is why I've needed to grow my team to explain the how [to clients]. You've seen this; it means that. Which is why we recommend you do that?.",Need or Want, Suppliers, Self-serve, Expectations, Knowledge gap,,,,,,,,,,,,
"If we could put more optimisation touches, or I guess notifications, in the platform, it would help clients engage with it more. Because the way I explain this to everyone, it's kind of like dealing with stocks. It's so dynamic and things change so quickly - especially from a bidding, a placement and an impression share perspective. If we're not helping our clients understand what information we're giving them, and how they use it. It as a self-serve platform, I don't think it really deserves that title. It's more just a gateway to do something, to then get help to do something else.",NOTE, Area of improvement, Optimisations, AdManager, Opportunity, Self-serve, Engagement,,,,,,,,,,
"Commented that 3 metrics to help optimise a campaign (or product keywords within a campaign) would be Impression Share, ROAS, Click Through rate (CTR). Also commented on figuring out how to communicate these 3 key metrics to clients/suppliers and the underlying meaning behind them.",Optimisations, Performance metrics, Products, Impressions, ROAS, CTR, Advising, Suppliers, Recommendations,,,,,,,,
"With a low impression share being reporting, you would then be able to understand the things you need to address ? accept the metric and do nothing if you don't have budget or increase your Cost Per Click (CPC).",Impressions, Performance metrics, Budgets, CPC,,,,,,,,,,,,,
"If you have a bad ROAS you can decide whether or not you want to keep that product [ad slot]. Obviously at a campaign level you can have 10 products and one might be $2 and one might be $4. So, if they're all paying the same Cost Per Click the ROAS can be half of what it might be within the same campaign.",ROAS, Decision Making, Products, Ads, CPC,,,,,,,,,,,,
"And then the other one would be Click Through Rate which is possibly more relevant for us depending on how people are going with phasing. Like if you've got a low Click Through Rate but you're actually spending your budget throughout the month and you're kind of like ?Well, whatever?. As long as the conversion after the click is ok, which would then be a function of ROAS, so you kind of have conversion rate ticked off there. Click Through Rate is like a measure of our ability to commercialise our inventory based on views. Because if you're only getting one click per hundred views, versus two clicks per hundred views, then it's double your commercialisation to the inventory.",NOTE, Routine, CTR, Spends, Budgets, Conversions, ROAS, Performance metrics,,,,,,,,,
"Commented it was not good for any supplier to have low Click through rates, as products aren't being sold and Woolworths are not commercialising their inventory.",Suppliers, CTR, Underperforming, Sales, Missing opportunities,,,,,,,,,,,,
"Looking for ways to help suppliers understand how to better manage their campaign strategies. For example, on low performing product reporting where clients may need to pull a product and replace with another.",Opportunity, Advising, Suppliers, Campaigns, Performance metrics, Products,,,,,,,,,,,
"Commenting on being careful how they communicate ROAS to clients. Instead, Woolworths team try to focus on what is the clients?? objective for a given campaign. Mentioned if an objective was to gain visibility, then they would steer the client away from ROAS as a key performance metric.",Expectations, Clients (of retailer), ROAS, Campaigns, Objectives, Outcomes, Advising,,,,,,,,,,
"All of the columns that are in AdManager at the moment are highly valuable because if it is about volume then we absolutely need conversion and sales, from a volume perspective. Because we then focus on that, for that particular client. If it's about efficiency, then we absolutely focus on the ROAS. For CTR we definitely put that back on to the client as long as we've gone through our checkpoint in establishing have we matched the right key search terms to these products to say that they're highly relevant. If we've done that tick ? they are highly relevant - it shows the client that they either have a poor performing product in eComm. Which could then be they don't have enough product information. Or that they're just targeting a bread buyer and serving up wraps which just isn't converting.",AdManager, Need or Want, Conversions, Sales, Data, Reporting, ROAS, CTR, Performance metrics,,,,,,,,
"Want current metrics in AdManager platform to be improved so data is more digestible and understandable, from a client/supplier perspective ? as only around 5% are search term specialists. Most clients have a KPI to just sell volume online and thinks AdManager could better help clients to achieve this.",Need or Want, Performance metrics, AdManager, Area of improvement, User experience, Knowledge gap, Understanding unclear,,,,,,,,,,
We should be highlighting the most compelling information for clients in the platform and showing/teaching them how best to use the information presented to make decisions.,Area of improvement, Insights, Clients (of retailer), Support, Training, Decision Making,,,,,,,,,,,
Commented a more in-depth on-boarding into the platform may help client's ability to self-serve in a better way.,NOTE, On-boarding, AdManager, Self-serve, Support, Training, Area of improvement,,,,,,,,,,
Commented that more on-boarding material or training material (e.g. structured videos) that would be integrated into the platform may provide better on-boarding outcomes.,On-boarding, Knowledge gap, Support, Training, Area of improvement, AdManager,,,,,,,,,,,
"Through the campaign set-ups with clients, the Woolworths team will get them to outline where their focus will be ? interested in volume or ROAS. So, the team will pre-customise the reporting dashboard based on the clients? focus (i.e. from a visibility perspective or an ROI perspective) rather than provide every single metric and then asking the client to try and interpret a wider data set.",Campaigns, Clients (of retailer), Volume, ROAS, Reporting, Dashboard, ROI, Deeper insights, Opportunity,,,,,,,,
"Commented that competing products (to AdManager) have allowed users to pivot data, which gives control to the client and allows them to structure the data that they want. Competitor products also provide pre-defined reports. This approach (pivots and pre-defined reports) caters for power user and also basic users.",Competitor metrics, Comparative data, AdManager, Benefit or value, Reporting, Opportunity,,,,,,,,,,,
"As retail media businesses matures there's the expectation that they integrate more advanced analytics. We have a concept called ROBIS, which is Research Online, Buy In Store. And we would like the ability to send you data on a campaign-by-campaign product-level potentially, which represents ROBIS percentage. So, how much uplift have clients seen in-store based on online adverts. Metrics like you [AdManager] can't potentially calculate. Stuff like, how many new customers have used the brand because of CPP Ads, life-time value, category growth. These are all probably going to be modelled by your [AdManager] retailer. But being able to represent them in the AdManager platform is where you want to take this in terms of future thinking, and stuff.",Expectations, Deeper insights, Future needs, Campaigns, Data, Segmentation, CPP, Lifecycle value, Modelling, Performance metrics, Attributions, Opportunity, AdManager,,,,
"Would need to get confirmation and clearance in-house first before sharing their internal data. But also commented the only way to grow product sales is to have the ability to show the Halo effect on in-store sales. How this is done, in terms of sharing Woolworth data, is still undecided.",FOLLOW-UP, In-House, Data,,,,,,,,,,,,,,
Wanted to understand if reporting also extended to business reporting.,Understanding unclear, Reporting, Business Operations,,,,,,,,,,,,,,
"Internal Woolworth's team build a monthly ad stats card in DataGrid. From an internal perspective they are wanting to understand the Ad serve rate and the Ad serve impressions. Can get ?look-back? in DataGrid for past 90-days, and their client billing cycle falls around the middle of the month (16th of start month to 15th of end month) and they move filters around to accommodate their billing cycles. However, outside the 90-day filter the months fall into calendar months and this make it difficult to report back when looking at older or longer ?look-back? date periods. The issue is also trying to align the DataGrid reports to other mid-month business reports.",Internal team, DataGrid, Ads, Impressions, Need or Want, Invoicing, Difficulty, Challenge,,,,,,,,,
For retail business reporting would need to have multiple billing profiles to enable retailers to report and bill on clients using pre-paid or post-paid budgets. This is an important reporting retailer need in order to grow the use of the platform. Multiple billing profile are currently managed in a costly and manual way (using raw exported data).,NOTE, Future research, Reporting, Billing, Need or Want, Budgets, In-House, Future needs, Challenge, Manual effort,,,,,,,
"Clients are asking for granular levels of information and Woolworth's are trying to understand if they could provide it to them. They are looking for CPP rates against certain shopper profiles, and geo-location and device type insights.",Requests, Clients (of retailer), Deeper insights, Data, CPP, Segmentation, Consumers or Purchasers, Geo-location, Insights, Future needs,,,,,,,
"They're [clients] are wanting to know is CPC [Cost Per Point] used more on app, web or mobile web. Is their product getting more ?cut through? in Queensland stores than they are in New South Wales stores? Like, it's that customer targeting then helps support their marking information and customer segment plans that live outside of this product [AdManager platform].",NOTE, Need or Want, CPC, Performance metrics, Lifecycle value, Funnel, Segmentation, Future needs, AdManager,,,,,,,,
